full_text,username,created_at,clean,english,sentimen,Pornografi,Ancaman,Sindiran,Diskriminasi
Jakarta butuh pemimpin seperti Ganjar Pranowo yang memiliki kepemimpinan yang visioner dan nilai-nilai keluarga yang kuat. @ebenhezzer10884  GP 4Presiden https://t.co/QhZoqao8Nl,SeptiYulia79,Fri Dec 15 10:31:31 +0000 2023,jakarta butuh pimpin seperti ganjar pranowo milik pimpin visioner nilai nilai keluarga kuat gp presiden,Jakarta Needs to Lead Like Ganjar Pranowo Belongs to Visionary Leader Strong Family Value GP President,1,0,0,0,0
Ini kenapa buzzer Ganjar pada ngetag gw 😮‍💨,vaxeeva,Fri Dec 15 10:31:31 +0000 2023,kenapa buzzer ganjar ngetag,Kenapa Buzzer Ganjar Ngetag,1,0,0,0,0
"Ganjar Pranowo dan Mahfud MD, dua sosok yang memiliki visi yang sejalan! Kemesraan keluarganya menjadi nilai tambah dalam kepemimpinan mereka. @IrvandaYo  GP 4Presiden https://t.co/SV3QffNIAL",RoySubari28,Fri Dec 15 10:31:30 +0000 2023,ganjar pranowo mahfud md dua sosok milik visi jalan mesra keluarga jadi nilai tambah dalam pimpin mereka gp presiden,Ganjar Pranowo Mahfud MD two figures belonging to the family-friendly street vision so added value in their leadership GP President,2,0,0,0,0
Semakin yakin bahwa Jatim akan semakin sejahtera dengan kepemimpinan Mas Ganjar dan Pak Mahfud MD. Keluarga yang solid adalah pondasi utama. @ThoriqFajarF1  GP 4Presiden https://t.co/gZ6aMjVuUV,BintangPratmaaa,Fri Dec 15 10:31:28 +0000 2023,makin yakin bahwa jatim akan makin sejahtera dengan pimpin kakak ganjar bapak mahfud md keluarga solid adalah pondasi utama gp presiden,"Increasingly confident that East Java will be more prosperous by leading Brother Ganjar, Mr. Mahfud MD, a solid family is the main foundation of GP President",2,0,0,0,0
"Ganjar Pranowo dan Pak Mahfud MD membawa semangat persatuan keluarga ke seluruh lapisan masyarakat, menciptakan solidaritas yang kuat. @saavxz  GP 4Presiden https://t.co/JCru42lt7q",AndrianiLeisa,Fri Dec 15 10:31:28 +0000 2023,ganjar pranowo bapak mahfud md bawa semangat satu keluarga seluruh lapis masyarakat cipta solidaritas kuat gp presiden,Ganjar Pranowo Mr. Mahfud MD Brings the Spirit of One Family to All Levels of Society Create Strong Solidarity GP President,2,0,0,0,0
Melihat video keluarga Mas Ganjar Pranowo membuat saya semakin optimis bahwa beliau adalah pemimpin yang akan membawa keharmonisan ke seluruh penjuru negeri. @vikaachuuu_  GP 4Presiden https://t.co/dzLwU1rSXc,AjibMaulan3,Fri Dec 15 10:31:28 +0000 2023,lihat video keluarga kakak ganjar pranowo buat aku makin optimis bahwa beliau adalah pimpin akan bawa harmonis seluruh penjuru negeri gp presiden,Watch the video of Ganjar Pranowo's brother's family makes me even more optimistic that he is the leader will bring harmony throughout the country GP President,2,0,0,0,0
Kedekatan Ganjar Pranowo dengan alam dan keluarganya menciptakan citra bahwa beliau adalah pemimpin yang memiliki kepekaan terhadap kelestarian lingkungan dan nilai-nilai kekeluargaan. @vousmevoila  GP 4Presiden https://t.co/7xZ2ZPMcOL,YAnianty41,Fri Dec 15 10:31:27 +0000 2023,dekat ganjar pranowo dengan alam keluarga cipta citra bahwa beliau adalah pimpin milik peka hadap lestari lingkung nilai nilai keluarga gp presiden,Near Ganjar Pranowo with the nature of the Cipta Citra family that he is the leader of Peka Hadap Lestari Lingkung Family Value GP President,1,0,0,0,0
"Ganjar Pranowo, terima kasih karena menjadi suara bagi rakyat. Bersama, kita bisa menciptakan Jakarta yang lebih sejahtera. @BlancheFumee  GP 4Presiden https://t.co/1Ylgcfv77Z",AuliaSyila7,Fri Dec 15 10:31:26 +0000 2023,ganjar pranowo terima kasih jadi suara bagi rakyat sama kita bisa cipta jakarta lebih sejahtera gp presiden,"Ganjar Pranowo: Thank You for Being a Voice for the People Equally, We Can Create a More Prosperous Jakarta GP President",2,0,0,0,0
Dukungan kami selalu untuk Ganjar Pranowo dan Pak Mahfud MD. Semoga kehangatan keluarga mereka membawa berkah bagi Jatim dan Indonesia. @uno_unu  GP 4Presiden https://t.co/29ksUuUUmb,dedeiskandar00,Fri Dec 15 10:31:25 +0000 2023,dukung kami selalu untuk ganjar pranowo bapak mahfud md moga hangat keluarga mereka bawa berkah bagi jatim indonesia unu gp presiden,"Support us always for Ganjar Pranowo, Mr. Mahfud MD, hopefully their warm family will bring blessings to East Java Indonesia for the President GP",2,0,0,0,0
"Ganjar Pranowo hadiri rakorpimnas Inkindo, Ganjar dan Inkindo siap menuju Indonesia emas 2045 https://t.co/EgHpP7zRpk",akupadi5,Fri Dec 15 10:31:25 +0000 2023,ganjar pranowo hadir rakorpimnas inkindo ganjar inkindo siap tuju indonesia emas,Ganjar Pranowo Hadir Rakorpimnas Inkindo Ganjar Inkindo Siap Tuju Indonesia EMAS,1,0,0,0,0
@Ghurem2 Ra Ganjar Ra Nyoblos,denmaspudji,Fri Dec 15 10:31:25 +0000 2023,ra ganjar ra nyoblos,ra ganjar some nyoblos,1,0,0,0,0
"Mahfud MD, harapan kami agar semangat kebersamaan bisa terwujud dalam kepemimpinan bersama Ganjar Pranowo. @kimchiisfood  GP 4Presiden https://t.co/RGhRX0XKnN",SamuelAndr79384,Fri Dec 15 10:31:23 +0000 2023,mahfud md harap kami agar semangat sama bisa wujud dalam pimpin sama ganjar pranowo gp presiden,Mahfud MD hopes that the same spirit can manifest in leading the same Ganjar Pranowo GP President,2,0,0,0,0
"Jakarta percaya, Ganjar Pranowo adalah pemimpin yang bisa membawa perubahan yang diinginkan rakyat. @alllecc  GP 4Presiden https://t.co/9BpMM5nbkV",AriSury795,Fri Dec 15 10:31:22 +0000 2023,jakarta percaya ganjar pranowo adalah pimpin bisa bawa ubah ingin rakyat gp presiden,Jakarta Believes Ganjar Pranowo is a Leader Can Bring Change to the People's Want GP President,2,0,0,0,0
Semoga kepemimpinan Mas Ganjar Pranowo dan Pak Mahfud MD membawa Indonesia menuju kemajuan dan kesejahteraan yang lebih baik. @TaslicaliYahyaH  GP 4Presiden https://t.co/EDSe0m9SE8,elvinanezarani1,Fri Dec 15 10:31:22 +0000 2023,moga pimpin kakak ganjar pranowo bapak mahfud md bawa indonesia tuju maju sejahtera lebih baik gp presiden,Moga Leads Brother Ganjar Pranowo Mr. Mahfud MD Brings Indonesia to Prosper Forward Better GP President,2,0,0,0,0
"Dukungan penuh untuk Mas Ganjar Pranowo dan Pak Mahfud MD, semoga perjalanan politik mereka membawa berkah untuk rakyat Jawa Timur. @lluvmazelf  GP 4Presiden https://t.co/sTItp8zASx",LipaAlfa,Fri Dec 15 10:31:21 +0000 2023,dukung penuh untuk kakak ganjar pranowo bapak mahfud md moga jalan politik mereka bawa berkah untuk rakyat jawa timur gp presiden,Full support for the sister of Ganjar Pranowo Father Mahfud Md May their political path bring thanks to the people of East Java GP President,2,0,0,0,0
Kedewasaan dalam memimpin keluarga oleh Ganjar Pranowo menjadi contoh untuk memimpin dengan bijaksana di tingkat nasional. @SabrinaKxmal  GP 4Presiden https://t.co/E9dWvBGf3U,jscmilania,Fri Dec 15 10:31:19 +0000 2023,dewasa dalam pimpin keluarga oleh ganjar pranowo jadi contoh untuk pimpin dengan bijaksana tingkat nasional gp presiden,Mature in Leading the Family by Ganjar Pranowo Becomes an Example to Lead Wisely at the National Level GP President,1,0,0,0,0
"@ganjarpranowo @alamganjar14 Selamat ulang tahun, Alam Ganjar! Semoga hari ini penuh kebahagiaan dan canda tawa!",ihgajels,Fri Dec 15 10:31:18 +0000 2023,selamat ulang tahun alam ganjar moga hari penuh bahagia canda tawa,Happy birthday nature may a happy day canda laugh,2,0,0,0,0
"Dukungan untuk Mas Ganjar Pranowo dan Pak Mahfud MD tidak hanya berasal dari keyakinan politik, tetapi juga dari kehangatan dan keakraban keluarga mereka. @si_puk  GP 4Presiden https://t.co/eJb8icZ29d",RaficaCaca,Fri Dec 15 10:31:18 +0000 2023,dukung untuk kakak ganjar pranowo bapak mahfud md tidak hanya asal yakin politik tetapi dari hangat akrab keluarga mereka puk gp presiden,"Support for Brother Ganjar Pranowo, Mr. Mahfud MD is not only as long as he believes in politics but from the warm familiarity of their family puk GP President",2,0,0,0,0
@denismalhotra dan semua org tau kalo Mak banteng mengirim 2 perwakilan. dik Gibran dan Ganjar 🤣,666000kkk555,Fri Dec 15 10:31:18 +0000 2023,semua tau kalau ibu banteng kirim wakil dik gibran ganjar,Everyone knows that the bull's mother sent Gibran Ganjar's vice brother,1,0,0,0,0
Keakraban keluarga Ganjar Pranowo adalah bukti bahwa kebersamaan adalah kunci utama keberhasilan. @ShafiraAmallia  GP 4Presiden https://t.co/dAz8JAkrZV,kamila63510,Fri Dec 15 10:31:17 +0000 2023,akrab keluarga ganjar pranowo adalah bukti bahwa sama adalah kunci utama hasil gp presiden,Ganjar Pranowo's family intimacy is proof that the same is the main key to the President's GP results,1,0,0,0,0
Inspiratif melihat bagaimana Mas Ganjar Pranowo menjaga keseimbangan antara karier politik dan keharmonisan keluarga. @strawwwberrrryy  GP 4Presiden https://t.co/WlWvAWMHE3,bestriwulan,Fri Dec 15 10:31:16 +0000 2023,inspiratif lihat bagaimana kakak ganjar pranowo jaga imbang antara karier politik harmonis keluarga gp presiden,Inspirational See How Brother Ganjar Pranowo Keeps a Balance Between the Harmonious Political Career of the GP President's Family,1,0,0,0,0
Kebersamaan keluarga Mas Ganjar adalah alat yang ampuh untuk membangun hubungan saling percaya antara pemerintah dan rakyat Jakarta. @bigboyme98  GP 4Presiden https://t.co/WfPOYh5JqL,sofianasusanti,Fri Dec 15 10:31:16 +0000 2023,sama keluarga kakak ganjar adalah alat ampuh untuk bangun hubung saling percaya antara perintah rakyat jakarta gp presiden,The same family of Ganjar's brother is a powerful tool to build a trusting relationship between the orders of the people of Jakarta GP President,2,0,0,0,0
Video kemesraan keluarga Ganjar Pranowo membuat saya semakin yakin bahwa dia adalah pemimpin yang penuh kasih dan perhatian. @tianalisaa  GP 4Presiden https://t.co/Sz6nJMLlpa,r2krisnadi,Fri Dec 15 10:31:16 +0000 2023,video mesra keluarga ganjar pranowo buat aku makin yakin bahwa dia adalah pimpin penuh kasih perhati gp presiden,Ganjar Pranowo's family-friendly video makes me even more convinced that he is the loving leader of the presidential GP,2,0,0,0,0
"@Urrangawak @ArsjadRasjid @AntoniusCDN @seruanhl @007koteka @Anak__Ogi @Gus_Raharjo @Miduk17 @KataNadiaaa @mikuroQ semangat terus pak ganjar mahfud, semoga menang ya pak @Ganjarpranowo🔥🔥🤟🏻#KerjaB3rsamaGanjar",all_iyah_,Fri Dec 15 10:31:15 +0000 2023,ogi raharjo semangat bapak ganjar mahfud moga menang bapak,Ogi Raharjo spirit of Father Canah Mahfud Moga wins Father,1,0,0,0,0
Pak Ganjar dan Pak Mahfud MD adalah kombinasi yang pas untuk memimpin Jakarta. Keduanya memiliki komitmen yang kuat terhadap kepentingan rakyat. @berdesem13  GP 4Presiden https://t.co/bmXDhBEuZv,AdjiPanges97,Fri Dec 15 10:31:13 +0000 2023,bapak ganjar bapak mahfud md adalah kombinasi pas untuk pimpin jakarta dua milik komitmen kuat hadap penting rakyat gp presiden,"Mr. Ganjar, Mr. Mahfud MD, is the right combination to lead Jakarta, two belonging to a strong commitment to the important people of GP President",2,0,0,0,0
"Dukungan penuh untuk Mas Ganjar dan Pak Mahfud MD, semoga kebersamaan keluarga menjadi landasan utama kepemimpinan mereka. @tjapkoentji  GP 4Presiden https://t.co/yVfMXy7IAh",indriynfadillah,Fri Dec 15 10:31:13 +0000 2023,dukung penuh untuk kakak ganjar bapak mahfud md moga sama keluarga jadi landas utama pimpin mereka gp presiden,"Full support for Brother Ganjar, Mr. Mahfud MD, Moga with his family to be the main foundation to lead them GP President",2,0,0,0,0
Keluarga adalah fondasi dari sebuah negara yang kuat. Kemesraan Mas Ganjar dengan keluarganya mencerminkan kepemimpinan yang humanis dan peduli. @tanderkiting  GP 4Presiden https://t.co/sW6AJk5XU6,RiyanRivallx,Fri Dec 15 10:31:11 +0000 2023,keluarga adalah fondasi buah negara kuat mesra kakak ganjar dengan keluarga cermin pimpin humanis peduli gp presiden,Family is the foundation of the fruit of a strong country friendly brother Ganjar with the mirror family Lead Humanist Care GP President,2,0,0,0,0
Keberhasilan Mas Ganjar dalam membangun keharmonisan keluarga adalah cerminan dari kepemimpinan yang bijaksana dan bertanggung jawab. @terrificsuite  GP 4Presiden https://t.co/FHm2sgkXi7,rafikindyyyyyy,Fri Dec 15 10:31:10 +0000 2023,hasil kakak ganjar dalam bangun harmonis keluarga adalah cermin pimpin bijaksana tanggung jawab gp presiden,Brother Ganjar's Results in Building Family Harmony is a Mirror of Wise Lead Responsibility of GP President,2,0,0,0,0
Keberhasilan Ganjar dalam membangun keluarga yang harmonis adalah modal besar untuk membangun bangsa. @urpreshes  GP 4Presiden https://t.co/eAWK8WxBPt,CakraAgunggg,Fri Dec 15 10:31:08 +0000 2023,hasil ganjar dalam bangun keluarga harmonis adalah modal besar untuk bangun bangsa gp presiden,The result of Ganjar in building a harmonious family is a big capital to build the nation GP President,2,0,0,0,0
"Ganjar Pranowo dan Mahfud MD, mari bersama-sama membangun Jakarta yang lebih ramah keluarga. @dipinsideurmind  GP 4Presiden https://t.co/7oLghfVvrK",lastri_amanah,Fri Dec 15 10:31:07 +0000 2023,ganjar pranowo mahfud md mari sama sama bangun jakarta lebih ramah keluarga gp presiden,Ganjar Pranowo Mahfud MD Let's Build Jakarta More Family-Friendly GP President,2,0,0,0,0
Semangat kebersamaan keluarga Mas Ganjar Pranowo membuktikan bahwa kebahagiaan pribadi dapat menjadi sumber kekuatan dalam melaksanakan tugas publik. @VincentMarteen  GP 4Presiden https://t.co/8D7iV7zRwj,JawartaJor1,Fri Dec 15 10:31:07 +0000 2023,semangat sama keluarga kakak ganjar pranowo bukti bahwa bahagia pribadi dapat jadi sumber kuat dalam laksana tugas publik gp presiden,The spirit of Ganjar Pranowo's brother's family is proof that personal happiness can be a strong source in carrying out the public duties of the presidential GP,2,0,0,0,0
Selamat kepada Ganjar Pranowo yang diharapkan membawa angin segar bagi kemajuan Jakarta. @blebekbek123  GP 4Presiden https://t.co/Z6WcSAMQIs,LeoSantosoO,Fri Dec 15 10:31:06 +0000 2023,selamat kepada ganjar pranowo harap bawa angin segar bagi maju jakarta gp presiden,"Congratulations to Ganjar Pranowo, Please Bring Fresh Air to Jakarta Presidential GP Forward",2,0,0,0,0
"Ganjar Pranowo dan Mahfud MD, dua tokoh yang bersatu demi kepentingan rakyat dan kemajuan bangsa. @beifongishere  GP 4Presiden https://t.co/SdmdW4hGzo",apr1lhnda,Fri Dec 15 10:31:06 +0000 2023,ganjar pranowo mahfud md dua tokoh satu demi penting rakyat maju bangsa gp presiden,Ganjar Pranowo Mahfud MD two figures one for the sake of the people advancing the President's GP nation,1,0,0,0,0
"Ganjar Pranowo dan Mahfud MD, dua tokoh yang membawa energi positif dan kehangatan, baik di keluarga maupun dalam pemerintahan. @awmiawmiaw  GP 4Presiden https://t.co/cPEJBvaN9i",RestuPamngks,Fri Dec 15 10:31:05 +0000 2023,ganjar pranowo mahfud md dua tokoh bawa energi positif hangat baik keluarga maupun dalam perintah gp presiden,Ganjar Pranowo Mahfud MD Two Figures Bring Warm Positive Energy Both Family and in the Order of the Presidential GP,2,0,0,0,0
"Bangga memiliki pemimpin seperti Mas Ganjar Pranowo yang tidak hanya berkualitas di bidang politik, tapi juga di dalam keluarga. @succccchhhh  GP 4Presiden https://t.co/reqI5Pr2qi",haidarkmlll,Fri Dec 15 10:31:04 +0000 2023,bangga milik pimpin seperti kakak ganjar pranowo tidak hanya kualitas bidang politik tapi di dalam keluarga gp presiden,Proud to belong to a leader like Big Brother Ganjar Pranowo not only the quality of the political field but within the GP President's family,2,0,0,0,0
"Sukses untuk Mas Ganjar dan Pak Mahfud, semoga Jakarta dapat menikmati kebijakan yang pro-rakyat. @b_kelfin  GP 4Presiden https://t.co/L45R64fjXZ",AulinaPuriii,Fri Dec 15 10:31:04 +0000 2023,sukses untuk kakak ganjar bapak mahfud moga jakarta dapat nikmat bijak pro rakyat kelfin gp presiden,"Success for Brother Ganjar, Mr. Mahfud Moga, Jakarta Can Favor Wise Pro People, Kelfin GP President",2,0,0,0,0
Kebersamaan keluarga Ganjar Pranowo adalah cerminan dari kehidupan yang seimbang dan berkualitas. @begundal2354  GP 4Presiden https://t.co/sYRXzPaiOK,ptr1fenitaaa,Fri Dec 15 10:31:02 +0000 2023,sama keluarga ganjar pranowo adalah cermin hidup imbang kualitas gp presiden,Sama Keluarga Ganjar Pranowo is a living mirror of the quality draw of the presidential GP,1,0,0,0,0
"Mahfud MD dan Pak Ganjar Pranowo, semoga kerja keras kalian membawa kebahagiaan dan kemakmuran untuk Jakarta. @blacksweet1001  GP 4Presiden https://t.co/qZgUYI7ynQ",AbengSubar08,Fri Dec 15 10:30:59 +0000 2023,mahfud md bapak ganjar pranowo moga kerja keras kalian bawa bahagia makmur untuk jakarta gp presiden,Mahfud MD Mr. Ganjar Pranowo May Your Hard Work Bring Happy Prosperity to Jakarta GP President,2,0,0,0,0
Ganjar Pranowo adalah pemimpin yang akan membawa keceriaan dan kehangatan seperti dalam keluarganya ke dalam keseharian warga Jakarta. @dumboyyyyyz  GP 4Presiden https://t.co/Lk3DPpRpzT,__dimsaria,Fri Dec 15 10:30:58 +0000 2023,ganjar pranowo adalah pimpin akan bawa ceria hangat seperti dalam keluarga dalam hari warga jakarta gp presiden,Ganjar Pranowo is the leader will bring warm cheerfulness like in the family on Jakarta GP President Citizen Day,2,0,0,0,0
@RstmBcl Semangat ganjar pasti m3nang di 2024 #LanjutGANsemuamurah,Pantoeee,Fri Dec 15 10:30:58 +0000 2023,semangat ganjar pasti nang,Semangat ganjar pasti nang,1,0,0,0,0
"Keluarga yang bahagia adalah aset berharga, dan Ganjar Pranowo membuktikan bahwa itu adalah kunci kepemimpinan yang sukses. @emmvirlyyyy  GP 4Presiden https://t.co/WBdZWqj7mu",dianfuturis,Fri Dec 15 10:30:57 +0000 2023,keluarga bahagia adalah aset harga ganjar pranowo bukti bahwa itu adalah kunci pimpin sukses gp presiden,Happy Family is Ganjar Pranowo's Price Asset Proof That It Is Key to Lead Successful GP President,2,0,0,0,0
"Sosok calon presiden yang membawa kedekatan dengan rakyat, seperti yang ditunjukkan Ganjar Pranowo, patut diapresiasi. @upilosophy  GP 4Presiden https://t.co/1hNkNLTAPj",yogaPuitisx,Fri Dec 15 10:30:57 +0000 2023,sosok calon presiden bawa dekat dengan rakyat seperti tunjuk ganjar pranowo patut apresiasi gp presiden,The Figure of the Presidential Candidate Brings Close to the People as Appointed by Ganjar Pranowo Deserves Presidential GP Appreciation,2,0,0,0,0
Warga DKI Jakarta yakin bahwa Ganjar Pranowo dan Pak Mahfud MD akan membawa kehangatan kepemimpinan yang diperlukan. @condenseduyu  GP 4Presiden https://t.co/GfW1anzUGU,fitrialiaa_22,Fri Dec 15 10:30:56 +0000 2023,warga dki jakarta yakin bahwa ganjar pranowo bapak mahfud md akan bawa hangat pimpin perlu gp presiden,"DKI Jakarta Residents Believe that Ganjar Pranowo, Mr. Mahfud MD, Will Bring Warm Leadership to Need GP President",2,0,0,0,0
Kemesraan keluarga Ganjar Pranowo menjadi energi positif yang dapat menggerakkan perubahan positif di Jatim. @theyluvpatete  GP 4Presiden https://t.co/YIIhJc3BQv,WiindaAuliaa,Fri Dec 15 10:30:55 +0000 2023,mesra keluarga ganjar pranowo jadi energi positif dapat gerak ubah positif jatim gp presiden,Ganjar Pranowo's Family Intimacy Becomes Positive Energy Can Move to Change Positively East Java GP President,2,0,0,0,0
"Bapak Mahfud MD, semoga semangat kekeluargaan dapat meresapi dalam setiap keputusan dan kebijakan bersama Ganjar Pranowo. @kkimijimi  GP 4Presiden https://t.co/FPAvgMDeLC",BilqisSalsbilaa,Fri Dec 15 10:30:55 +0000 2023,bapak mahfud md moga semangat keluarga dapat resap dalam tiap putus bijak sama ganjar pranowo gp presiden,Mr. Mahfud MD Moga Family Spirit Can Be Absorbed in Every Break with Ganjar Pranowo GP President,1,0,0,0,0
"Dukungan untuk Ganjar Pranowo tidak hanya dari segi kepemimpinan, tapi juga sebagai contoh ayah yang baik. @urfunniestboi  GP 4Presiden https://t.co/aL4PbSa6iX",ErosRosnaw,Fri Dec 15 10:30:54 +0000 2023,dukung untuk ganjar pranowo tidak hanya segi pimpin tapi bagai contoh bapak baik gp presiden,Support for Ganjar Pranowo is not only in terms of leadership but as an example of the good father of the GP President,2,0,0,0,0
Keakraban keluarga Mas Ganjar Pranowo adalah cermin dari kepemimpinan yang inklusif dan peduli terhadap seluruh lapisan masyarakat. @tapirepaldy  GP 4Presiden https://t.co/W3MKG0vMqX,alf4syhiraa,Fri Dec 15 10:30:53 +0000 2023,akrab keluarga kakak ganjar pranowo adalah cermin pimpin inklusif peduli hadap seluruh lapis masyarakat gp presiden,Ganjar Pranowo's brother's family is a mirror of inclusive leadership care for all levels of society GP President,2,0,0,0,0
"Mahfud MD, kami percaya pengalamanmu akan menjadi aset berharga untuk Indonesia. Ganjar Pranowo melengkapi dengan kepekaan terhadap kebutuhan rakyat. @blahajsharkyy  GP 4Presiden https://t.co/SI61jCeEtF",MFalizah88257,Fri Dec 15 10:30:53 +0000 2023,mahfud md kami percaya alam akan jadi aset harga untuk indonesia ganjar pranowo lengkap dengan peka hadap butuh rakyat gp presiden,Mahfud MD We believe nature will be a price asset for Indonesia Ganjar Pranowo complete with sensitivity to the needs of the people GP President,2,0,0,0,0
Keakraban keluarga Ganjar Pranowo adalah modal sosial yang berharga untuk menciptakan kehidupan yang lebih baik bagi rakyat. @ryanpradityaa  GP 4Presiden https://t.co/8KdzlLOeT6,racheelptr,Fri Dec 15 10:30:51 +0000 2023,akrab keluarga ganjar pranowo adalah modal sosial harga untuk cipta hidup lebih baik bagi rakyat gp presiden,Intimate Family Ganjar Pranowo is Social Capital Price for Better Life Creation for the People GP President,1,0,0,0,0
Kepemimpinan Mas Ganjar Pranowo adalah bukti bahwa seorang pemimpin sejati adalah yang memahami pentingnya kebersamaan dalam keluarga. @suiczidal  GP 4Presiden https://t.co/kGrHQYcbJ7,tonohasan26,Fri Dec 15 10:30:49 +0000 2023,pimpin kakak ganjar pranowo adalah bukti bahwa orang pimpin sejati adalah paham penting sama dalam keluarga gp presiden,Leading Ganjar Pranowo's brother is proof that true leaders are equally important in the GP President's family,2,0,0,0,0
Semangat dan dedikasi Ganjar Pranowo dalam melayani masyarakat adalah modal besar untuk kepemimpinan yang efektif. @DwiPuspita70103  GP 4Presiden https://t.co/bixv6AS1vE,NurmaFitria8,Fri Dec 15 10:30:48 +0000 2023,semangat dedikasi ganjar pranowo dalam layan masyarakat adalah modal besar untuk pimpin efektif gp presiden,Ganjar Pranowo's spirit of dedication in community service is a great capital to lead the effective GP President,2,0,0,0,0
