full_text,username,created_at,clean,english,sentimen,Pornografi,Ancaman,Sindiran,Diskriminasi
Megawati Menggandeng Gibran . Gedung Grhadika Bakti Praja Semarang Jawa Tengah .. https://t.co/6rkUarhrS1,cobeh2022,Sat Jan 27 16:17:07 +0000 2024,megawati gandeng gibran gedung grhadika bakti praja semarang jawa tengah,Megawati Collaborates with Gibran Grhadika Bakti Praja Semarang Building Central Java,1,0,0,0,0
Awalnya nyinyir. Begitu Gibran El Samsul nongol langsung termehek-mehek https://t.co/7zB6VhuenI,MerrMagda,Sat Jan 27 10:44:10 +0000 2024,awal nyinyir begitu gibran el samsul muncul langsung termehek mehek,The beginning of the grinning as soon as Gibran El Samsul appeared immediately termehek mehek,1,0,0,0,0
️Isu mundurnya sejumlah menteri dan skenario politik jahat demi tujuannya menangkan Prabowo - Gibran. Bila tujuan itu tidak tercapai maka pemilu dibuat chaos kondisi darurat demi memperpanjang kekuasaan Jokowi. video full: https://t.co/WNhkEl0ymp *FA* https://t.co/TXbaGfDrdh,faizalassegaf,Sat Jan 27 17:46:28 +0000 2024,isu mundur jumlah menteri skenario politik jahat demi tuju menang prabowo gibran bila tuju itu tidak capai maka milu buat chaos kondisi darurat demi panjang kuasa jokowi video penuh fa,The issue of resigning the number of ministers Evil Political Scenarios for Prabowo Gibran's Victory If That Goal Is Not Achieved Then Milu Creates Chaos State of Emergency for Jokowi's Long Power FA Full Video,0,0,0,0,0
trend di kalangan gen-Z: menolak Prabowo dan Gibran. kebetulan gen-Z ga terlalu kenal juga ama Jokowi. jadi mereka ga punya beban untuk trolling Jokowi. yang dukung Prabowo-Gibran kena dissing. dianggap ngga keren https://t.co/FEVI54atB4,BangWin04,Sat Jan 27 03:37:03 +0000 2024,trend kalang gen z tolak prabowo gibran betul gen z tidak terlalu kenal sama jokowi jadi mereka tidak punya beban untuk trolling jokowi dukung prabowo gibran kena dissing anggap tidak keren,Gen Z Trend Rejects Prabowo Gibran Right Gen Z Doesn't Know Jokowi Too Much So They Don't Have the Burden of Trolling Jokowi Supports Prabowo Gibran Gets Dissing Considered Uncool,0,0,0,0,0
Dalam pidatonya Pak @Prabowo menyampaikan kita harus waspada ada niat untuk merusak surat suara 02 oleh karena itu mari kita jaga TPS dan tidak pulang sebelum penghitungan suara selesai. #PrabowoGibran #BersamaIndonesiaMaju https://t.co/eAoikHk1oE,prabowogibran2,Sat Jan 27 16:09:12 +0000 2024,dalam pidato bapak sampai kita harus waspada ada niat untuk rusak surat suara oleh itu mari kita jaga tps tidak pulang belum hitung suara selesai,"In your speech, until we must be vigilant, there is an intention to tamper with the ballot, therefore let's keep the polling station not going home, not yet counting the votes is complete;",1,0,0,0,0
tw // gibran cape cape belajar buat lolos univ top cape2 kuliah ngejar cumlaude cape2 ikut organisasi buat cv eh milih cawapres udah ipk 2 3 nepobaby nol pengalaman lagi. yang bener ajee rugi dong! luv,UGM_FESS,Sat Jan 27 04:46:31 +0000 2024,tw gibran kesal kesal ajar lolos universitas top kesal kuliah ngejar cumlaude kesal ikut organisasi cv milih cawapres sudah ipk nepobaby nol alam yang benar ajee rugi sayang,TW Gibran annoyed upset Teaching Passed Top University Upset College Chasing Cumlaude Upset Joining the Organization CV Elects Vice President Already GPA Nepobaby Zero true nature ajee loss dear,1,0,0,0,0
Pendukung militan Prabowo-Gibran semangat wujudkan kemenangan satu putaran. #PrabowoGibran #MenangSatuPutaran #HabiburokhmanDPRRI #Gerindra https://t.co/nbb4OP0LF3,habiburokhman,Sat Jan 27 03:00:44 +0000 2024,dukung militan prabowo gibran semangat wujud menang satu putar,Support Militant Prabowo Gibran Spirit of Winning One Play,1,0,0,0,0
Coba ku tanya pada warga net percaya atau tidak saudara bahwa foto Gibran ini berada di Papua? Percaya : like Tdak percaya : retweet Keterangan : koment https://t.co/n4Wecj86FY,DarsAlexandra1,Sat Jan 27 02:23:10 +0000 2024,coba ku tanya warga net percaya atau tidak saudara bahwa foto gibran ada papua percaya tdak percaya retweet terang koment,"Let me ask netizens believe it or not, brother, that Gibran's photo is in Papua, believe it doesn't believe retweets, bright comments",1,0,0,0,0
SERATUS POINT' NEGATIF UNTUK MPUD...!! Kalah dalam debat cawapres 03 Mahfud MD bawa2 nama ibu siapa ibu yg dimaksud ..?? mungkinkah ibundanya mas @gibran_tweet : Ibu Iriana..??Nampaknya dia sudah kalap dan dikendalikan nafsu amarah. https://t.co/RfhR2EM4Sj,LOVE_UM4M4,Sat Jan 27 10:59:57 +0000 2024,ratus titik negatif untuk mpud kalah dalam debat cawapres mahfud md bawa nama ibu siapa ibu maksud mungkin ibunda kakak tweet ibu iriana nampaknya dia sudah kalap kendali nafsu amarah,Hundred Negative Points for MPUD to Lose in Vice President Debate Mahfud MD Brings Mother's Name Who Is Mother Referring to Maybe Sister's Mother Iriana's Tweet It seems that she has gone crazy in control of anger,0,0,0,0,0
Rangkaian kegiatan hari ini berakhir di Serang Banten. Saya menghadiri undangan shalawat dan menyapa masyarakat dari Habib Lutfi bin Yahya. Alhamdulillah hari ini berjalan lancar dalam setiap kegiatan saya rasakan kekuatan harapan dan dukungan masyarakat kepada Prabowo-Gibran. https://t.co/wZtjQfcAbY,prabowo,Sat Jan 27 15:42:13 +0000 2024,rangkai giat hari akhir serang banten aku hadir undang shalawat siapa masyarakat habib lutfi bin yahya alhamdulilah hari jalan lancar dalam tiap giat aku rasa kuat harap dukung masyarakat kepada prabowo gibran,Organize Actively on the Last Day of the Banten Attack I Am Present Invite Shalawat Who is the Community Habib Lutfi bin Yahya Alhamdulilah The Day Runs Smoothly In Every Activity I feel strong Please support the community to Prabowo Gibran,2,0,0,0,0
Jendral Dudung aja resmi dukung pak @prabowo dan mas samsul @gibran_tweet Sebagai seorang tentara dan mantan gubernur akademi militer yang tentunya pernah kerjasama dengan pemimpin daerah di Indonesia tentu tau dengan persis siapa yang harus didukung untuk memimpin bangsa ini https://t.co/riUeJM7tdP,are_inismyname,Sat Jan 27 14:52:40 +0000 2024,jendral dudung resmi dukung bapak kakak samsul tweet bagai orang tentara mantan gubernur akademi militer tentu pernah kerjasama dengan pimpin daerah indonesia tentu tau dengan persis siapa harus dukung untuk pimpin bangsa,General Dudung Officially Supports Samsul's Brother Samsul Tweet Like a Soldier Former Governor of the Military Academy Must Have Collaborated with Indonesian Regional Leaders Of course know exactly who to support to lead the nation,1,0,0,0,1
@msaid_didu Semangat pak tegak lurus bersama Gibran https://t.co/itoZqoAK5E,Pantauaja67,Sat Jan 27 05:41:59 +0000 2024,didu semangat bapak tegak lurus sama gibran,Didu spirit father upright same gibran,1,0,0,0,0
Di Taiwan sudah all in Prabowo-Gibran. Yuk akh kita juga menang 1 putaran insya Allah. ️️🇮🇩🇮🇩 https://t.co/uZ7OFD3XqG,Kenikir27,Sat Jan 27 01:54:24 +0000 2024,taiwan sudah semua di prabowo gibran akh kita menang putar insya allah,Taiwan is all in Prabowo Gibran akh we win play God willing,2,0,0,0,0
Konser Prabowo Gibran di Bali sepi peminat haha!! My Wife KPPS Tepungnisasi Dilan My Girlfriend Mahasiswa Kominfo Towel Jokowi Ribka https://t.co/JvlPBEUods,Alfakton_i,Sat Jan 27 11:38:24 +0000 2024,konser prabowo gibran bal sepi minat punyaku wife kpps tepungnisasi dil punyaku girlfriend mahasiswa kominfo towel jokowi ribka,Prabowo Gibran Bal Concert Deserted Interest in My Wife KPPS Tepungnization Dil Punyaku Girlfriend Student of Communication and Information Towel Jokowi Rebekah,1,0,0,0,0
Katanya progam internet gratis tp bagi makanan gratis Prabowo-Gibran menang 1 putaran ️ https://t.co/ek6RxruamE,alextham878,Sat Jan 27 14:11:21 +0000 2024,kata progam internet gratis bagi makan gratis prabowo gibran menang putar,"Free Internet Program for Free Meals, Prabowo Gibran Wins Play",2,0,0,0,0
Gua milih Jangan Dilarang ... Gw Milih Prabowo-Gibran 02 #yuksemuapilih02 pakbowomasgib yangterbaik https://t.co/BcOTUdQNx7,Bank_Joee_,Sat Jan 27 06:16:36 +0000 2024,aku milih jangan larang milih prabowo gibran pakbowomasgib yangterbaik,I choose not to forbid choosing the best Prabowo Gibran Pakbowomasgib,1,0,0,0,0
Gibran Suryaning Sanur kirain bakalan rame taunya si Gibran kabur!! My Wife KPPS Tepungnisasi Dilan My Girlfriend Mahasiswa Kominfo Towel Jokowi Ribka https://t.co/U9Ih0RHh8j,Alfakton_i,Sat Jan 27 11:37:42 +0000 2024,gibran suryaning sanur kirain akan rame tau gibran kabur punyaku wife kpps tepungnisasi dil punyaku girlfriend mahasiswa kominfo towel jokowi ribka,Gibran Suryaning Sanur Kirain Will Rame Tau Gibran Runs Away Wife KPPS Tepungnization Dil Punyaku Girlfriend Student of Communication and Information Towel Jokowi Rebekah,1,0,0,0,0
Guys All in Prabowo-Gibran. Yakinlah satu putaran. https://t.co/mD6pYq14a1,idrisbue,Sat Jan 27 13:59:25 +0000 2024,semua di prabowo gibran yakin satu putar,All in Prabowo Gibran Convinced One Play,1,0,0,0,0
Menikmati konser dewa dl kita. Suara kaum muda untuk Prabowo-Gibran. https://t.co/hYqsmQeK36,idrisbue,Sat Jan 27 14:24:58 +0000 2024,nikmat konser dewa dl kita suara kaum muda untuk prabowo gibran,Favors Dewa DL Concert We Voice Young People For Prabowo Gibran,1,0,0,0,0
Gibran bilang food estate sukses. Tapi pejabat Sumatera Utara Kumbang Hasundutan bilang gini: Food estate di Sumatera Utara jadi semak belukar karena tidak diurus selama 3 tahun. Gibran bohong tidak etik/unethical #SamsulKuburannyaJokowi #SamsulKuburannyaJokowi https://t.co/BZ2QBKZDGH,dancersejati07,Sat Jan 27 03:13:43 +0000 2024,gibran food estate sukses tapi jabat sumatera utara kumbang hasundutan gin food estate sumatera utara jadi semak belukar tidak urus lama tahun gibran bohong tidak etik unethical,Gibran Food Estate Successful but Jabat North Sumatra Beetle Hasundutan Gin Food Estate North Sumatra So Scrub Not Taken Care of Long Years Gibran Lies Unethical Unethical,0,0,0,0,0
ASAL BUKAN PRABOWO-GIBRAN pilihan terwaras di #Pemilu2024 ?! #AMINAjaDulu https://t.co/JngYow8Etb,ZAEffendy,Sat Jan 27 10:33:58 +0000 2024,asal bukan prabowo gibran pilih waras,Origin not Prabowo Gibran choose sane,1,0,0,0,0
Kalo Jokowi bagi bagi bansos sambil kampanye Gibran beda dengan Ganjar malah dapat oleh oleh warga sambil mendoakan 03 menang. Piye @kurawa alias song Hye Kyo ude dilantik kpps oleh Ribka Lom laporin Kominfo Lo ntu di towel BPJS Lom bayar lu kur https://t.co/2iqfwS3xUp,AzzizzahNur,Sat Jan 27 10:32:57 +0000 2024,kalau jokowi bagi bagi bansos sambil kampanye gibran beda dengan ganjar malah dapat oleh oleh warga sambil doa menang bagaimana song hye kyo ude lantik kpps oleh ribka lom laporin kominfo kamu ntu towel bpjs lom bayar lu kur,"If Jokowi Shares Social Aid While Campaigning Gibran is different from Ganjar, even by residents while praying to win, how Song Hye Kyo Ude inaugurated KPPS by Rebekah Lom Report Kominfo Anda ntu towel BPJS lom pay lu kur",1,0,0,0,0
wujud aseli konsultan politik gibran https://t.co/UOBYTxlpym,anonjawa,Sat Jan 27 10:16:24 +0000 2024,wujud aseli konsultan politik gibran,Wujud Aseli Political Gibran,1,0,0,0,0
Simak nih guys!!! #prabowo #gibran #prabowogibran #mendingprabowo #terusmajubersamaprabowo #dekade08 #BersamaIndonesiaMaju https://t.co/l87pX6nuUk,dekade_08,Sat Jan 27 14:07:15 +0000 2024,simak teman,Check out friends,1,0,0,0,0
Ara effect! Mantan Bupati Subang H. Ruhimat mundur dari PDIP kembalikan KTA dukung Prabowo-Gibran https://t.co/6XHdV86opx,PartaiSocmed,Sat Jan 27 03:28:17 +0000 2024,ara effect mantan bupati subang ruhimat mundur pdip kembali kta dukung prabowo gibran,"Ara Effect: Former Regent of Subang Ruhimat Resigns, PDIP Returns to Support Prabowo Gibran",1,0,0,0,0
Pak @Prabowo &amp; mas @Gibran_tweet lebih memilih program kasih makan siang &amp; susu gratis pd ibu yg mengandung drpd nyuruh dokter bidan kampung &amp; dukun bayi mengecek akhlak si bayi sebelum memutuskan membantunya lahir #02menangindonesiamaju https://t.co/74CC4aKdc3,budimandjatmiko,Sat Jan 27 12:38:56 +0000 2024,bapak kakak tweet lebih pilih program kasih makan siang susu gratis ibu kandung daripada nyuruh dokter bidan kampung dukun bayi ecek akhlak bayi belum putus bantu lahir,Mr. Brother Tweet prefers the program to give free milk lunches to biological mothers rather than telling the midwife doctor of the village to shaman babies to check the morals of babies who have not stopped helping to be born,1,0,0,0,0
Semangat membara warga Cawang mendukung Prabowo Gibran! #PrabowoGibran #MenangSatuPutaran #HabiburokhmanDPRRI #Gerindra https://t.co/h9SoC4V1d8,habiburokhman,Sat Jan 27 07:42:47 +0000 2024,semangat bara warga cawang dukung prabowo gibran,The Ember Spirit of Cawang Residents Supports Prabowo Gibran,1,0,0,0,0
GIBRAN HANCUR... KERAS... LOYALIS ANIES INI SEBUT GIBRAN TELAH MERUSAK DIRINYA SENDIRI SAAT DEBAT CAWAPRES KEMARIN....‼️ #SamsulKuburannyaJokowi #SamsulKuburannyaJokowi 🆘🆗 https://t.co/B8uTEzxk8l,P3n99u94t_,Sat Jan 27 03:28:24 +0000 2024,gibran hancur keras loyalis anies sebut gibran telah rusak diri sendiri saat debat cawapres kemarin,Gibran was devastated by Anies loyalists saying Gibran had damaged himself during the vice presidential debate yesterday,0,0,0,0,0
Mas @gibran_tweet bertandang ke Bali hari ini untuk melihat langsung perkembangan pariwisata serta berdialog dengan para pelaku usaha. Dalam kunjungannya ke Pantai Mertasari Mas Gibran terus menyerukan visi dan misi untuk menjaga pelestarian lingkungan di Bali https://t.co/FQUZorsWii,prabowogibran2,Sat Jan 27 12:12:37 +0000 2024,kakak tweet tandang bal hari untuk lihat langsung kembang pariwisata serta dialog dengan para laku usaha dalam kunjung pantai mertasari kakak gibran seru visi misi untuk jaga lestari lingkung bal,Brother tweets away Bal Hari to see firsthand tourism development and dialogue with business practitioners in visiting Mertasari Beach Brother Gibran Seru Vision and Mission to Keep Bal Environment Sustainable,1,0,0,0,0
@Gojekmilitan Masih tentang Prabowo orasi https://t.co/vEt4qIVNTe,MKuntukGIBRAN,Sat Jan 27 19:26:04 +0000 2024,masih tentang prabowo orasi,Still about Prabowo's oration,1,0,0,0,0
Joss Suara anak muda untuk Prabowo-Gibran. Satu Putaran lah Yaelah https://t.co/PKsknZcgHR,idrisbue,Sat Jan 27 12:08:22 +0000 2024,joss suara anak muda untuk prabowo gibran satu putar yaelah,Joss Young People's Voice for Prabowo Gibran One Play Yaelah,1,0,0,0,0
#02menangindonesiamaju @prabowo @gibran_tweeet (catatan: foto pak @jokowi hanya pemanis) https://t.co/tkThthyy77,budimandjatmiko,Sat Jan 27 05:58:14 +0000 2024,tweeet catat foto bapak hanya man,tweeet note photo of father only man,1,0,0,0,0
@pandji 33% - Anies Baswedan - Muhaimin Iskandar 33% - Prabowo Subianto - Gibran Rakabuming 33% - Ganjar Pranowo - Mahfud MD Hasilnya berimbang semua gimana nih kalo gini golput kah wkwk https://t.co/FmvyJr5hmM,abuabdirohman4,Sat Jan 27 15:20:54 +0000 2024,anies baswedan muhaimin iskandar prabowo subianto gibran rakabuming ganjar pranowo mahfud md hasil imbang semua gimana kalau gin golput wkwk,anies baswedan muhaimin iskandar prabowo subianto gibran rakabuming ganjar pranowo mahfud md hasil imbang semua gimana kalau gin golput wkwk,1,0,0,0,0
Jawab jujur... Sebagai org tua.. akan kah kalian berharap dan berdoa agar anak2 kalian menjadi seperti Gibran Pendukung gibran boleh menjawab.. https://t.co/ZwRFwUMCcv,FayaAtika,Sat Jan 27 06:04:15 +0000 2024,jawab jujur bagai tua akan kalian harap doa agar anak kalian jadi seperti gibran dukung gibran boleh jawab,"Answer honestly like an old age, you will hope that your child will be like Gibran, support Gibran can answer",1,0,0,0,0
Mengapa Prabowo-Gibran programnya hilirisasi dan mengapa Menko Luhut dan Menteri Bahlil bereaksi keras atas kritik thd hilirisasi dan nikel ? Data di bawah menjelaskan dng gamblang. Hilirisasi dan nikel adalah bisnis keluarga Luhut keluarga Jokowi dan juga Bahlil.,ecosocrights,Sat Jan 27 02:30:06 +0000 2024,mengapa prabowo gibran program hilir mengapa menko luhut menteri bahlil reaksi keras atas kritik thd hilir nikel data bawah jelas dng gamblang hilir nikel adalah bisnis keluarga luhut keluarga jokowi juga bahlil,Why Prabowo Gibran Downstream Program Why Coordinating Minister Luhut Minister Bahlil Strong Reaction to Criticism of THD Downstream Nickel Bottom Data Clearly DNG Clearly Downstream Nickel is a family business Luhut Jokowi's family is also Bahlil,1,0,0,0,0
PRABOWO GIBRAN TERATAS..🇮🇩 WAJIB MENANG SEKALI PUTARAN #projo #jokowi #IndonesiaMaju KitaPaKB0W0 KitaKEREN MASBOwoGBRan OkeGASSS https://t.co/DeWJX6BaHP,RcyberProj0,Sat Jan 27 09:03:00 +0000 2024,prabowo gibran atas wajib menang sekali putar kitapakb kitakeren masbowogbran okegasss,Prabowo Gibran for Must Win One Play Kitapakb KitaKeren Masbowogbran Okegasss,1,0,0,0,0
1. Pada relawan &amp; pendukung paslon 02 @prabowo @gibran_tweet. Maaf baru bisa menjelaskan sekarang gerakan yg akan akan dilakukan. Karena perlu didiskusikan dulu dg beberapa pihak kelayakan &amp; tdk melanggar perUUan yg ada. @PartaiSocmed @ubegebe1 @Heraloebss @kokokdirgantoro,ferrykoto,Sun Jan 28 02:50:33 +0000 2024,rawan dukung paslon tweet maaf baru bisa jelas sekarang gera akan akan laku perlu diskusi dulu beberapa pihak layak tidak langgar peruuan ada,"Prone to Support Paslon Tweet Sorry It can only be clear now that GERA will sell, it needs discussion first, some parties deserve not to violate the existing changes",1,0,0,0,0
Hanya gara2 nggak bisa jawab apa itu Greenflation jadi mimpi buruk bagi seorang profesor. Sy sendiri mungkin juga banyak masyarakat lain berterima kasih kepada Gibran karena dg melempar isu itu kita jadi cari tahu apa itu Greenflation LFP dan siapa itu Tom Lembong. https://t.co/6tRsUTv3o4,jubelekete,Sat Jan 27 15:33:36 +0000 2024,hanya gara tidak bisa jawab apa itu greenflation jadi mimpi buruk bagi orang profesor sy sendiri mungkin banyak masyarakat lain terima kasih kepada gibran dengan lempar isu itu kita jadi cari tahu apa itu greenflation lfp siapa itu tom lembong,Only Gara can't answer what greenflation is so a nightmare for people Professor Sy himself maybe many other communities thanks to Gibran by throwing that issue we so find out what is greenflation LFP who is Tom Lembong,0,0,0,0,0
Fantastis..!! Pak @prabowo - @gibran_tweet akan membagikan BECAK LISTRIK untuk para tukang becak dari 7 kabupaten/kota di Jawa Timur. Hanya pak @prabowo yg paham betul apa yg di butuhkan oleh rakyat di saat capres lain hanya bisa membuat takut rakyat. https://t.co/rFKxcFYC5a,99propaganda,Sat Jan 27 01:58:30 +0000 2024,fantastis bapak tweet akan bagi becak listrik untuk para tukang becak kabupaten kota jawa timur hanya bapak paham betul apa butuh oleh rakyat di saat capres lain hanya bisa buat takut rakyat,"fantastic Mr. Tweet will share electric rickshaws for pedicab drivers in East Java City Regency, only you understand very well what is needed by the people when other presidential candidates can only scare the people",1,0,0,0,0
Udah berasa jadi Presiden ya bran ? https://t.co/qezuQe4Qgp,Dennysiregar7,Sat Jan 27 10:26:38 +0000 2024,sudah asa jadi presiden bran,Already Asa to Become President of BRAN,1,0,0,0,0
Gibran sendiri ngotot hilirisasi mewakili bangsa mana? Tonton full: Ilusi Transisi Energi | Bloody Nickel Series https://t.co/LqP2MpbfIa #PemiluMemilukan https://t.co/ApwTDppBMJ,jatamnas,Sat Jan 27 14:04:50 +0000 2024,gibran sendiri ngotot hilir wakil bangsa mana tonton penuh ilusi transisi energi bloody nickel series,Gibran himself insists on downstream representatives of the nation where to watch full of illusions of energy transition Bloody Nickel Series,0,0,0,0,0
Pagi-pagi udah bersih-bersih pantai aja nih cawapresku Ini Mas Gibran dan rombongan lagi bersih2 sampah di Pantai Mertasari Sanur. Sehabis bersih2 pantai Mas Gibran dan Mba Selvie ikuti Wellness Tourism di Gazebo Sanur. #prabowo #gibran #prabowogibran #bali #sanur https://t.co/3ULmGnzkK8,dekade_08,Sat Jan 27 04:17:41 +0000 2024,pagi pagi sudah bersih bersih pantai ini cawapresku kakak gibran rombong bersih sampah pantai mertasari sanur habis bersih pantai kakak gibran kakak selvie ikut wellness tourism gazebo sanur,"In the morning, it's clean, this beach is clean, this is my vice president, Gibran's brother, Rombong clean garbage, Mertasari beach, Sanur run out clean beach, Gibran's brother, Selvie's brother, join the wellness tourism gazebo Sanur",2,0,0,0,0
@prabowo Bapak masih orasi padahal kok malah pada bubar sih https://t.co/m5GM5ZIYES,MKuntukGIBRAN,Sat Jan 27 18:43:41 +0000 2024,bapak masih orasi padahal malah bubar,Father is still orating even though he even disbanded,1,1,0,0,0
Bukan masalah Mas @gibran_tweet anak Jokowi atau tidak tapi itu bukti cinta &amp; kerja nyata Pak Jokowi untuk Papua ️ https://t.co/r7NoNT3rr0,alextham878,Sat Jan 27 09:08:37 +0000 2024,bukan masalah kakak tweet anak jokowi atau tidak tapi itu bukti cinta kerja nyata bapak jokowi untuk papua,It's not a matter of Jokowi's son's tweet brother or not but it's proof of Mr. Jokowi's real work love for Papua,1,0,0,0,0
Viral terbaru skandal indonesia full video mesum Monica tulungagung https://t.co/ZAO79hfiCl rebecca kloper https://t.co/RgtlqBvTEc Senna https://t.co/oMypCtDCzt pilot pramugari https://t.co/d8C6dd7Q7Z #VCS bokepindo doods scandal netflix Israel Madrid Prabowo gibran Klopp My Live https://t.co/u1Z3P980YJ,po2585uk,Sat Jan 27 16:48:27 +0000 2024,viral baru skandal indonesia penuh video mesum monica tulungagung rebecca kloper senna pilot pramugari bokepindo doods scandal netflix israel madrid prabowo gibran klopp punyaku live,New Viral Indonesian Scandal Full of Perverted Videos Monica Tulungagung Rebecca Kloper Senna Flight Attendant Pilot Bokepindo Doods Scandal Netflix Israel Madrid Prabowo Gibran Klopp Punyaku Live,0,0,0,0,0
Semangat anak muda satu suara untuk Prabowo-Gibran satu putaran https://t.co/EVvEf9wwK7,idrisbue,Sat Jan 27 16:27:06 +0000 2024,semangat anak muda satu suara untuk prabowo gibran satu putar,Youth Spirit One Voice for Prabowo Gibran One Play,1,0,0,0,0
