full_text,username,created_at,clean,english,Negatif,Pornografi,Ancaman,Sindiran,Diskriminasi,Neutral,Positif
senang banget kalo kita lihat paslon 01 dan 03 bersatu duduk bareng nonton debat semoga ini menjadi pertanda baik dlm hal Memenangkan Harapan Rakyat #0103GerakBareng https://t.co/ovFcudr6oV,fairyssom,Mon Feb 05 11:50:12 +0000 2024,senang kalau kita lihat paslon satu duduk bareng nonton debat moga jadi tanda baik dalam hal menang harap rakyat,"It's nice if we see one candidate sitting together watching a debate, hopefully it will be a good sign in terms of winning, please the people",0,0,0,0,0,0,1
Pesan Ahok unk semua Ahoker! Ahok: kalo Ahoker mau dengarkan sy dukung pak Ganjar jadi presiden. Mereka yg tdk berdiri diatas kebenaran keadilan kejujuran &amp; perikemanusiaan tdk patut disebut Ahoker. Jelas ya Ahoker hny pilih 03 kalo pilih 02 itu kampret! #YakinPilihGanjar https://t.co/4QLexJ9VgC,ch_chotimah2,Mon Feb 05 07:33:37 +0000 2024,pesan ahok unk semua ahoker ahok kalau ahoker dengar sy dukung bapak ganjar jadi presiden mereka tidak diri atas benar adil jujur perikemanusiaan tidak patut sebut ahoker jelas ahoker hny pilih kalau pilih itu kampret,"Ahok's Message Unk All Ahoker Ahok If Ahoker Hears Sy Support Mr. Ganjar So President They are not self-sufficient for True, Fair, Honest, Humanitarian, it is not worth mentioning Ahoker, obviously Ahoker Hny chooses if you choose it is a campaign",0,0,0,0,0,1,0
Bukan kata saya lho kata netizen Ganjar Pranowo mirip bung Karno saat diwawancarai oleh wartawan asing Yang jelas presiden kita akan paham persoalan paham bagaimana cara mengkomunikasikan TANPA TEKS paham mencari solusi yang tepat #GanjarMahfud2024 https://t.co/MgzX9cGj4l,Miduk17,Mon Feb 05 12:46:12 +0000 2024,bukan kata aku kata netizen ganjar pranowo mirip bung karno saat wawancara oleh wartawan asing jelas presiden kita akan paham soal paham bagaimana cara komunikasi tanpa teks paham cari solusi tepat,"Not what I said, netizen Ganjar Pranowo looks like Karno during an interview by foreign journalists, it is clear that our president will understand about understanding how to communicate without text, understand find the right solution",0,0,0,0,0,1,0
Kata2 penutup debat Ganjar Pranowo yg menghantam pak Prabowo mendapat balasan JAWABAN PEDAS dari Rocky Gerung. Tenang pak Prabowo ntar giliran rakyat yg akan membalas PERNYATAAN ANGKUH Ganjar ini di tgl 14 Februari nanti. https://t.co/KKSja5VQ0e,Setiabumi1,Mon Feb 05 07:25:29 +0000 2024,kata tutup debat ganjar pranowo hantam bapak prabowo dapat balas jawab pedas rocky gerung tenang bapak prabowo nanti gilir rakyat akan balas nyata angkuh ganjar di tanggal februari nanti,Closing Words Ganjar Pranowo Debate Hit Mr. Prabowo Can Reply Scathing Rocky Gerung Calm Mr. Prabowo Later it will be the People's Turn to Reply Real Arrogant Ganjar in February,0,0,0,0,0,1,0
Gerakan seribu embung di Jawa Tengah yg jadi programnya Pak Ganjar tercapai bahkan melebihi target. Embung bukan sembarang embung. Karena dr embung ini lah bisa menjadi sumber pengairan bagi masyarakat terutama untuk para petani. #YakinPilihGanjar https://t.co/kOrMXsMvjY,_zhyme,Mon Feb 05 12:02:01 +0000 2024,gera ribu embung jawa tengah jadi program bapak ganjar capai bahkan lebih target embung bukan sembarang embung dari embung lah bisa jadi sumber air bagi masyarakat utama untuk para tani,"Gera Ribu Embung Central Java Becomes Mr. Ganjar's Program to Achieve Even More The target of embung is not just any embung from embung, it can be a source of water for the main community for farmers",0,0,0,0,0,1,0
Akun tiktok pendukung Ganjar &amp; siAnies Yg menang? PrabowoGibran donk 🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨 Kasiaaaannnn https://t.co/egvzHw78qF,Chavesz08,Mon Feb 05 09:42:21 +0000 2024,akun tiktok dukung ganjar sianies menang prabowogibran kasiaaaannnn,TikTok Account Supports Ganjar Sianies to Win Prabowogibran Kasiaaaannnn,0,0,0,0,0,1,0
1000 kiai dan guru ngaji di Bondowoso Jawa timur doa bersama untuk kemenangan Ganjar-Mahfud https://t.co/XXkz4kgxnE,akupadi5,Mon Feb 05 12:37:06 +0000 2024,kiai guru ngaji bondowoso jawa timur doa sama untuk menang ganjar mahfud,Kiai Guru Ngaji Bondowoso East Java Prayer Equal To Win Ganjar Mahfud,0,0,0,0,0,1,0
Dorongan Energi dari Teman Sejati. Basuki Tjahaya Purnama @basuki_btp kemarin hadir dalam Kampanye Akbar Ganjar-Mahfud menjadi tambahan energi bagi kekuatan kubu pasangan nomor 03. Ahok juga sudah mulai turun ke akar rumput utk meyakinkan masyarakat bahwa Pilihan Terbaik utk https://t.co/DdoUadr25o,Ari3Pras,Mon Feb 05 12:32:37 +0000 2024,dorong energi teman sejati basuki tjahaya purnama btp kemarin hadir dalam kampanye akbar ganjar mahfud jadi tambah energi bagi kuat kubu pasang nomor ahok sudah mulai turun akar rumput untuk yakin masyarakat bahwa pilih baik untuk,Encourage the Energy of True Friends Basuki Tjahaya Purnama BTP yesterday attended the grand Ganjar Mahfud campaign so added energy to the strong The Ahok's number tide camp has begun to descend grassroots to convince the public that Choose is good for,0,0,0,0,0,0,1
Seruan @basuki_btp kpada seluruh Ahokers ntuk pilih Ganjar. Jangan mau dibodohin orang Jika tidak berdiri untuk kebenaran tidak berdiri untuk Keadilan Tidak berdiri untuk Kejujuran dan Perikemanusiaan..tidak layak disebut Ahokers. Jadi siapapun saudara disini knapa jadi https://t.co/KNNd7AujQ8,WagimanDeep212_,Mon Feb 05 07:14:49 +0000 2024,seru btp kpada seluruh ahokers ntuk pilih ganjar jangan dibodohin orang jika tidak diri untuk benar tidak diri untuk adil tidak diri untuk jujur perikemanusiaan tidak layak sebut ahokers jadi siapa saudara sini knapa jadi,Exclaimed BTP to all ahokers to choose Ganjar do not be fooled by people if not self to be right not self to be fair not self to be honest humanity is not worthy to call ahokers so who is brother here knapa so,0,1,0,0,0,0,0
Mahfud MD ke istana: https://t.co/pannn0vaaS,txtfrombrand,Wed Jan 31 09:03:24 +0000 2024,mahfud md istana,mahfud md istana,0,0,0,0,0,1,0
Closing debat terakhir harusnya anies mahfud md ganjar sama cak imin nyanyi hymne gajdah mada bareng,Txtdariiugm,Sun Feb 04 14:42:41 +0000 2024,closing debat akhir harus anies mahfud md ganjar sama cak imin nyanyi hymne gajdah mada bareng,closing debat akhir harus anies mahfud md ganjar sama cak imin nyanyi hymne gajdah mada bareng,0,0,0,0,0,1,0
_*DARI MULUT MAHFUD MD :*_ *TERNYATA PARTAI DEMOKRAT YG DISURUH JOKOWI UNTUK MENYUSUP KEDALAM KOALISI PKS DAN NASDEM* _*AGAR ANIES BASWEDAN GAGAL MENCALONKAN JADI PRESIDEN.*_ *TERNYATA SURYA PALOH SUDAH TAU CARA JAHAT SBY ...DAN ATAS IZIN &amp; KEHENDAK ALLAH SWT... https://t.co/30bfXQ81fm,mulfti,Thu Feb 01 15:51:31 +0000 2024,mulut mahfud md nyata partai demokrat suruh jokowi untuk susup dalam koalisi pks nasdem agar anies baswedan gagal calon jadi presiden nyata surya paloh sudah tau cara jahat surabaya atas izin hendak allah swt,Mahfud MD's Mouth Real Democratic Party Tells Jokowi to Infiltrate in PKS NasDem Coalition So Anies Baswedan Fails to Be Presidential Candidate Surya Paloh already knows the evil way of Surabaya with the permission of Allah SWT,0,0,0,0,0,1,0
Momen terakhir Prof. Mahfud MD perpisahan dan pamit sebagai Menkopolhukam Kok sedih yaaa https://t.co/rIv5t7G3nQ,timpenguinnas,Sat Feb 03 01:17:29 +0000 2024,peristiwa akhir prof mahfud md pisah pamit bagai menkopolhukam sedih,The final event of Prof Mahfud Md splitting Pamit is like a sad one,0,0,0,0,0,1,0
Mahfud md md nya mengundurkan diri,aldapstsr,Wed Jan 31 07:29:07 +0000 2024,mahfud md md undur diri,mahfud md md undur diri,0,0,0,0,0,1,0
JahatinJKWI JatuhSENDIRI Setelah UGM Mahfud MD Setelah UGM #AsalBukan02 https://t.co/4IfQj635Kp,claraalim1,Thu Feb 01 17:08:42 +0000 2024,jahatinjkwi jatuhsendiri telah ugm mahfud md telah ugm,Evilinjkwi Falls Alone has UGM Mahfud MD has UGM,1,0,0,0,0,0,0
Basuki T Purnama (Ahok) kini sudah resmi mendeklarasikan diri sebagai pendukung paslon 03 Ganjar-Mahfud MD. Ia menyebut pendukungnya boleh meninggalkannya bila sudah tak sesuai prinsip. #pemilupedia #newsupdate #update #news #quote https://t.co/HISr2CFpyl https://t.co/l3g5EapJy7,kumparan,Mon Feb 05 03:15:43 +0000 2024,basuki purnama ahok kini sudah resmi deklarasi diri bagai dukung paslon ganjar mahfud md ia sebut dukung boleh tinggal bila sudah tidak sesuai prinsip,Basuki Purnama Ahok has now officially declared himself as supporting Paslon Ganjar Mahfud MD He said that he can stay if it is not in accordance with principles,0,0,0,0,0,1,0
 Bagaimana mau menegakkan konstitusi kalau dia sendiri melanggar konstitusi itu semua bohong kata Mahfud. https://t.co/qdMIQOuA9o,kompascom,Sat Feb 03 09:38:35 +0000 2024,bagaimana tegak konstitusi kalau dia sendiri langgar konstitusi itu semua bohong kata mahfud,"How to uphold the constitution if he himself violates the constitution is all lies, Mahfud said",0,0,0,0,0,1,0
Pak Ganjar Pranowo dan Pak Mahfud MD menunjukkan simbol S dan T menggunakan tangan simbol dari sat set dan tas tes. ehh..tumben ..kelihatan ada dokter Terawan ... https://t.co/zBmHDgL12y,theT4ntryS1,Sun Feb 04 15:43:16 +0000 2024,bapak ganjar pranowo bapak mahfud md tunjuk simbol guna tangan simbol sat setengah dan tas tes ehh tumben lihat ada dokter awan,Mr. Ganjar Pranowo Mr. Mahfud MD Shows Symbol for Hands Symbol Sat Half and Test Bag ehh tumben See There is a Cloud Doctor,0,0,0,0,0,1,0
Ganjar Pranowo dan Mahfud MD mengenakan jaket varsity ala anak kuliahan dari merk lokal Raw Type Riot asal Bandung. Sebagai bentuk apresiasi terhadap gelombang pernyataan sikap universitas2 ternama untuk menjaga demokrasi dan etika #03pasTIGAnjar https://t.co/4gHeIQanZy,hadimustova,Sun Feb 04 14:39:13 +0000 2024,ganjar pranowo mahfud md kena jaket varsity ala anak kuliah merk lokal raw type riot asal bandung bagai bentuk apresiasi hadap gelombang nyata sikap universitas nama untuk jaga demokrasi etika,Ganjar Pranowo Mahfud MD Gets Varsity Jacket Like a College Student Local Brand Raw Type Riot from Bandung Like a Form of Appreciation Against the Real Wave of University Attitude Name to Maintain Ethical Democracy,0,0,0,0,0,1,0
BREAKING NEWS ️ Prof. Mahfud MD : Saya akan menyampaikan surat singkat kepada presiden. Saya dulu diangkat dengan hormat sekarang saya akan pamit dengan penuh hormat juga. https://t.co/foSYL4t0vN,timpenguinnas,Wed Jan 31 07:11:04 +0000 2024,breaking news prof mahfud md aku akan sampai surat singkat kepada presiden aku dulu angkat dengan hormat sekarang aku akan pamit dengan penuh hormat,"Breaking News Prof. Mahfud MD: I will get to a short letter to the President, I used to raise it respectfully, now I will say goodbye respectfully",0,0,0,0,0,1,0
SIKAP ETIS Dulu pernah ada pejabat publik yang sangat jujur dan berani. Namanya Baharuddin Lopa. Sebelumnya yang juga terkenal lurus adalah Jenderal Polisi Hoegeng Iman Santoso. Keduanya sudah wafat. Setelah keduanya muncul Mahfud MD dan Basuki Tjahaja Purnama (Ahok). Mahfud https://t.co/0S0A4n1pqM,saidiman,Fri Feb 02 17:42:26 +0000 2024,sikap etis dulu pernah ada jabat publik sangat jujur berani nama baharuddin lopa belum juga kenal lurus adalah jenderal polisi hoegeng iman santoso dua sudah wafat telah dua muncul mahfud md basuki tjahaja purnama ahok mahfud,Ethical Attitude There Used to Be Public Offices Very Honest Brave Baharuddin Lopa's Name Has Not Known Straight Is Police General Hoegeng Iman Santoso Dua Has Died Has Appeared Mahfud MD Basuki Tjahaja Purnama Ahok Mahfud,0,0,0,0,0,1,0
Jadi ingat ini. Yg sekarang teriak2 anti korupsi itu dulunya menginisiasi pelemahan KPK bahkan buzzer2nya memfitnah Novel Baswedan dgn sangat keji. Mahfud MD sendiri mengungkap ancaman terhadap Jokowi jika sampai mengeluarkan Perppu Revisi UU KPK. Ancaman dari partai mana coba? https://t.co/pYeautJn5d,PartaiSocmed,Sun Feb 04 08:19:14 +0000 2024,jadi ingat yang sekarang teriak anti korupsi itu dulunya inisiasi lemah kpk bahkan buzzer fitnah novel baswedan sangat keji mahfud md sendiri ungkap ancam hadap jokowi jika sampai keluar perppu revisi uu kpk ancam partai mana coba,"So remember, what is now shouting anti-corruption was once the weak initiation of the KPK, even the buzzer of the slander of Baswedan's novel was very vile, Mahfud MD himself said he threatened Jokowi if he came out of the Perppu Revision of the KPK Law, threatening which party to try",0,0,0,0,0,1,0
Butet... Sepuluh tahun yg lalu disini kita memenangkan jokowi Hari ini disini kita memenangkan pak Ganjar dan pak Mahfud MD Gelora Bung Karno #GanjarMahfud2024 https://t.co/tFq8qsNnUx,BiLLRaY2019,Sat Feb 03 09:57:27 +0000 2024,butet puluh tahun lalu sini kita menang jokowi hari sini kita menang bapak ganjar bapak mahfud md gelora bung karno,Butet Twenty years ago here we won Jokowi the day we won Father Ganjar Father Mahfud Md Gelora Karno,1,0,0,0,0,0,0
Atraksi memukau Alexander @RapperYounglex yang menggelegar di GBK saat Kampanye Ganjar-Mahfud bersama Slankers di GBK Sabtu 3 Oktober 2024. https://t.co/nqddifFEWL,mohmahfudmd,Sun Feb 04 21:18:13 +0000 2024,atraksi pukau alexander gelegar gbk saat kampanye ganjar mahfud sama slankers gbk sabtu oktober,Alexander's Mangrove Attraction Geregar GBK During Ganjar Mahfud Sama Slankers GBK Campaign Saturday October,0,0,0,0,0,1,0
Mahfud MD mundur dari istana https://t.co/v0Ds9fHpei,GemaGemi_,Wed Jan 31 12:55:17 +0000 2024,mahfud md mundur istana,mahfud md mundur istana,0,0,0,0,0,1,0
Dalam perjalanan kepemimpinan Ganjar Pranowo dan Mahfud MD tekad membuka 17 juta lapangan kerja menjadi tonggak penting untuk kemajuan Indonesia. Mari dukung bersama! #JNKMenangkan03 https://t.co/BvF91ZDRC7,kriscielynloyol,Mon Feb 05 06:28:23 +0000 2024,dalam jalan pimpin ganjar pranowo mahfud md tekad buka juta lapang kerja jadi tonggak penting untuk maju indonesia mari dukung sama,"In the Way of Leading Ganjar Pranowo, Mahfud MD, Determination to Open Million Work Fields is an Important Milestone for Indonesia's Progress, Let's Support Together",0,0,0,0,0,0,1
KEBUKA jg TERIAKAN UI Siapa Prof Harkristuti Harkrisnowo yg mendukung Pak Mahfud MD jadi Cawapres Suzie Sudarman yg berpose 3 jari dlm kampanye GaFud Reni Suwarso dosen Fisip UI yg mendukung PDIP &amp; kampanye GaFud Drama Cevitas akademik JEJAK DIGITAL ITU KEJAM https://t.co/Ma76E8Bv0v,G4b0nGOKU,Fri Feb 02 15:27:03 +0000 2024,buka juga ria ui siapa prof harkristuti harkrisnowo dukung bapak mahfud md jadi cawapres suzie sudarman pose jari dalam kampanye gafud reni suwarso dosen fisip ui dukung pdip kampanye gafud drama cevitas akademik jejak digital itu kejam,Also Open RIA UI Who Prof. Harkristuti Harkrisnowo Supports Mr. Mahfud MD to Become Vice President Suzie Sudarman Poses Jari in Gafud Campaign Reni Suwarso FISIP UI Lecturer Supports PDIP Gafud Drama Campaign Academic Community Digital Footprint is Cruel,0,0,0,0,0,1,0
Sila simak statemen pak Mahfud MD https://t.co/HkWyLksczm,Mdy_Asmara1701,Wed Jan 31 23:56:51 +0000 2024,sila simak statemen bapak mahfud md,sila simak statemen bapak mahfud md,0,0,0,0,0,1,0
Hr ini sy merasa plong datang ke kantor Polhukam utk pamitan. 3 5 bln terakhir ini sejak resmi jd cawapres sy gamang jika ke kantor Kemenko Polhukam. Sy khawatir tanpa sengaja menggunakan fasilitas kantor utk kepentingan kampanye sy. Sy khawatir pejabat dan pegawai Polhukam ,mohmahfudmd,Fri Feb 02 04:39:22 +0000 2024,hari sy rasa plong datang kantor polhukam untuk pamit akhir sejak resmi jd cawapres sy gamang jika kantor kemenko polhukam sy khawatir tanpa sengaja guna fasilitas kantor untuk penting kampanye sy sy khawatir jabat pegawai polhukam,Hari Sy Rasa Plong came to the Polhukam Office to say goodbye to the end since the official JD Vice President Sy was worried if the Coordinating Ministry for Polhukam Sy was worried about accidentally using office facilities for important campaigns sy sy worried about the position of polhukam employees,0,0,0,0,0,1,0
Silaturahmi Ke Ponpes Sirrul Cholil Bangkalan Cicit Syaichona Cholil Kiai Muqtafi: Menangkan @mohmahfudmd Putra Asli Madura! Cawapres nomor urut 3 Mahfud MD silaturahmi ke Pondok Pesantren (Ponpes) Sirrul Cholil Bangkalan Madura Senin (5/2/2024). Kedatangan Mahfud https://t.co/KVN38OPlvY,Aryprasetyo85,Mon Feb 05 11:02:03 +0000 2024,silaturahmi ponpes sirrul cholil bangkal cicit syaichona cholil kiai muqtafi menang putra asli madura cawapres nomor urut mahfud md silaturahmi pondok pesantren ponpes sirrul cholil bangkal madura senin datang mahfud,Silaturahmi Ponpes Sirrul Cholil Bangkal Great-grandson of Syaichona Cholil Kiai Muqtafi Wins Native Son of Madura Vice President Sequence Number Mahfud MD Gathering of Ponpes Islamic Boarding School Sirrul Cholil Bangkal Madura Monday came Mahfud,0,0,0,0,0,1,0
Jangan cuma Mahfud MD yg mengundurkan diri lembaga survei abal2 perusak &amp; makar kecurangan paslon yg rekayasa survei terkena psiko harus dilawan! Tanpa Kecurangan AMIN Menang 1 Putaran #AMINkanIndonesia https://t.co/kAf6YJJpEO,Hero212_reborn,Wed Jan 31 11:59:04 +0000 2024,jangan hanya mahfud md undur diri lembaga survei abal usak makar curang paslon rekayasa survei kena psiko harus lawan tanpa curang amin menang putar,Don't Just Mahfud MD Resign Survey Institute Abal Usak Makar Cheating Paslon Engineering Survey Hit Psycho Must Fight Without Cheating Amin Win Play,0,0,0,0,0,1,0
MAHFUD MD UNGKAP FAKTA PENCALONAN GIBRAN Mahfud MD membongkar fakta terkait pencalonan Gibran Rakabuming Raka sebagai cawapres termasuk dugaan keterlibatan Presiden Jokowi. https://t.co/5aNjo7cdGr,Kriuuukid,Sat Feb 03 08:01:15 +0000 2024,mahfud md ungkap fakta calon gibran mahfud md bongkar fakta kait calon gibran rakabuming raka bagai cawapres masuk duga libat presiden jokowi,Mahfud MD Reveals the Facts of Gibran Candidate Mahfud MD Reveals the Facts About Gibran Candidate Rakabuming Raka Like Vice President Allegedly Involved by President Jokowi,0,0,0,0,0,1,0
coba ngetwit seolah olah kamu mahfud md,unmagnetism,Wed Jan 31 10:05:08 +0000 2024,coba ngetwit olah olah kamu mahfud md,Try tweeting if you are Mahfud MD,0,0,0,0,0,1,0
Empat Staf Khusus Menkopolhukam Mundur bersama Mahfud Md https://t.co/0GfqgwQqEe #TempoNasional,tempodotco,Fri Feb 02 08:24:09 +0000 2024,empat staf khusus menkopolhukam mundur sama mahfud md,Four Special Staff Copolhukam Back Equal Mahfud Md,0,0,0,0,0,1,0
Ganjar Pranowo dan Mahfud MD duo yang penuh tekad menunjukkan komitmen mereka untuk membuka 17 juta lapangan kerja. Teruslah memimpin Indonesia menuju masa depan yang lebih baik! #JNKMenangkan03 https://t.co/qqVP40K2he,AdreesAhmad69,Mon Feb 05 06:28:06 +0000 2024,ganjar pranowo mahfud md duo penuh tekad tunjuk komitmen mereka untuk buka juta lapang kerja terus pimpin indonesia tuju masa depan lebih baik,Ganjar Pranowo Mahfud MD Duo Full of Determination to Show Their Commitment to Open Million Jobs Continue to Lead Indonesia to a Better Future,0,0,0,0,0,0,1
Sebuah surat terbuka untuk Pak Mahfud MD. Berhenti menyalahkan perempuan untuk berbagai masalah yang terjadi di negara ini! https://t.co/cc4L0vFNze,magdaleneid,Wed Jan 31 11:17:43 +0000 2024,buah surat buka untuk bapak mahfud md henti salah perempuan untuk bagai masalah jadi negara,Letter of Open to Mr. Mahfud MD Stop Wrong Women for Such a Problem to Become a Country,0,0,0,0,0,1,0
Breaking News Halo @TeddGus ~ ~ Pak Mahfud MD sudah mengundurkan diri dari Mengko Polhukam Lalu kapan Menhan dan Walkot solo mundur ??? Jangan kau hanya koar2 meminta pak Mahfud MD mundur ayo minta jagoan mu juga mengundurkan diri agar tak menikmati fasilitas negara https://t.co/CFGWAMK8PE,ENJEULL,Wed Jan 31 09:04:09 +0000 2024,breaking news halo bapak mahfud md sudah undur diri mengko polhukam lalu kapan menhan walkot solo mundur jangan hanya koar minta bapak mahfud md mundur ayo minta jago mu undur diri agar tidak nikmat fasilitas negara,"Breaking News: Hello Mr. Mahfud MD Has Resigned to Coordinating Polhukam Then when did Minister of Defense Walkot Solo resign, don't just ask Mr. Mahfud MD to resign, let's ask Jago Mu to resign so as not to enjoy state facilities",0,0,0,0,0,1,0
Mahfud MD resmi menyatakan mundur dari posisi Menteri Koordinator atau Menko Polhukam RI. Pernyataan tersebut disampaikan Mahfud di Lampung pada Rabu (31/1). Simak informasi terbaru lainnya hanya di https://t.co/v7OETSiTD7 https://t.co/WnRwCTEktM,KompasTV,Wed Jan 31 07:24:15 +0000 2024,mahfud md resmi nyata mundur posisi menteri koordinator atau menko polhukam ri nyata sebut sampai mahfud lampung rabu simak informasi baru lain hanya,Mahfud MD Officially Resigns the Position of Coordinating Minister or Coordinating Minister for Polhukam RI Actually Calls Until Mahfud Lampung Wednesday Check Out Other New Information Only,0,0,0,0,0,1,0
