full_text,username,created_at,clean,english,sentimen,Pornografi,Ancaman,Sindiran,Diskriminasi
@strike_bravo_b anaknya anies cakep bener. dua anak capres yang mukanya ga tengil. 😂😂,FrankSudiro,Fri Dec 15 04:04:00 +0000 2023,bravo anak anies cakep benar dua anak capres muka tidak tengil,Bravo son Anies Cakep right two children capres face not tengil,1,0,0,0,0
"@detikcom Partai yg mendukung pak Anies juga tdk tahan menjadi oposisi,Nasdem dan PKB tuh msh ada yg jabat mentri dan Imin msh jabat wakil ketua DPRRI nampaknya betah banget dgn kekuasaan,MUNDUR DONG",Budionotaslim3,Fri Dec 15 04:03:57 +0000 2023,partai dukung bapak anies tidak tahan jadi oposisi nasdem pkb masih ada jabat tri imin masih jabat wakil ketua dprri nampaknya betah dengan kuasa mundur,"Party Supports Mr. Anies Can't Stand Being NasDem Opposition, PKB Still Exists Tri Imin's Position is Still Deputy Speaker of the DPRRI Seems to Be at Home with the Power to Resign",1,0,0,0,0
@blakcrws @ciroooo17 @abu_mahdzuroh Lah dia juga dulu dukung Prabowo yg lebih liberal dari Anies 🤣  HRS itu lebih ke anti jokowi-pdip sejak kasus ahok 😂,milktearoll,Fri Dec 15 04:03:57 +0000 2023,mahdzuroh dia dulu dukung prabowo lebih liberal anies harus itu lebih anti jokowi pdip sejak kasus ahok,"Mahdzuroh: He used to support Prabowo to be more liberal, Anies should it be more anti-Jokowi, PDIP since Ahok's case",1,0,0,0,0
"@zenrs Asli rada hoream euy, ceunah kebebasan berpendapat. Sugan teh geus balik deui jadi Anies era Nurcholis Madjid Memorial Lecture..",chandraknows,Fri Dec 15 04:03:55 +0000 2023,asli rada hoream ceunah bebas dapat sugan teh geus balik deui jadi anies era nurcholis madjid memorial lecture,asli rada hoream ceunah bebas dapat sugan teh geus balik deui jadi anies era nurcholis madjid memorial lecture,1,0,0,0,0
Tidak Bicara Sesuai Fakta! Anies Dengan Lantang Sebut Lampung Tidak Mempunyai Alat Pemantau Polusi Udara   Gacoan | Anies | gempa | Daesang | Pagii | BATTER UP 100M VIEWS | pilihan terbaik | #SUHOinAAA | #NightHasComeEp8 | #NCTDREAMxSALMASALSABIL https://t.co/tRKFoSFe2g,AlirizaOctarina,Fri Dec 15 04:03:53 +0000 2023,tidak bicara sesuai fakta anies dengan lantang sebut lampung tidak punya alat pantau polusi udara gaco anies gempa daesang pagi batter atas views pilih baik,"Not Speaking According to the Facts, Anies Loudly Says Lampung Does Not Have Air Pollution Monitoring Devices, Gaco Anies, Earthquake Daesang Morning, Batter Top Views, Choose Good:",1,0,0,0,0
"Prabowo Sindir Anies Baswedan: APBD Paling Besar, Tapi Kok Mas Anies Gagal Memimpin Jakarta!  Gacoan | Anies | gempa | Daesang | Pagii | BATTER UP 100M VIEWS | pilihan terbaik | #SUHOinAAA | #NightHasComeEp8 | #NCTDREAMxSALMASALSABIL https://t.co/md7FP2HoqF",AlirizaOctarina,Fri Dec 15 04:03:53 +0000 2023,prabowo sindir anies baswedan apbd paling besar tapi kakak anies gagal pimpin jakarta gaco anies gempa daesang pagi batter atas views pilih baik,Prabowo Sindir Anies Baswedan The Biggest APBD But Brother Anies Failed to Lead Jakarta Gaco Anies Earthquake Daesang Morning Batter Top Views Choose Good,1,0,0,0,0
Itu yang bilang Anies modal kata doang tapi pacarannya di Eco Park Tebet musuhin aja,visav99,Fri Dec 15 04:03:43 +0000 2023,itu bilang anies modal kata tapi pacar eco park tebet musuhin,It said Anies said capital word but Eco Park's girlfriend tebet enemy,1,0,0,0,0
@imanlagi Tapi sayangnya kebanyakan msh pendukung anies yg dateng mas. Baru yg di lampung kemaren berani bgt.  Tapi ya mereka juga kayaknya bisa dibilang takut sih kalo hadepan lgsg buat desak anies wkwk,dolken234,Fri Dec 15 04:03:41 +0000 2023,tapi sayang banyak masih dukung anies dateng kakak baru di lampung kemarin berani sekali tapi mereka seperti bisa bilang takut kalau hadepan langsung desak anies,"But unfortunately, many still support Anies Dateng, the new brother in Lampung yesterday was very brave, but they seemed to be afraid if they immediately urged Anies",1,0,0,0,0
@nur595912246375 @jansen_jsp @PDemokrat Anies dan PKS,Aby_zaky_,Fri Dec 15 04:03:37 +0000 2023,jsp anies pks,jsp anies pks,1,0,0,0,0
Gerindra Bantah soal Anies Bilang Prabowo Bisnisnya Macet Gegara Jadi Oposisi  https://t.co/eCtiuAJFsg,Riau24Com,Fri Dec 15 04:03:33 +0000 2023,gerindra bantah soal anies prabowo bisnis macet karena jadi oposisi,Gerindra Denies Anies Prabowo's Business Stalls Because He Became Opposition,1,0,0,0,0
"@dhemit_is_back Anies ikut dalam menguburkan Harun tahun 2019, ada beritanya itu. Apakah masih dikatakan HOAX padahal beliau ikut dalam penguburannya.",nameItAllSarah,Fri Dec 15 04:03:31 +0000 2023,adalah kembali anies ikut dalam kubur harun tahun ada berita itu apakah masih kata hoax padahal beliau ikut dalam kubur,"Anies Participated in Aaron's Grave Again, the Year There Was News Is It Still a Hoax Even Though He Participated in the Grave",1,0,0,0,0
Anies Baswedan menjawab pertanyaan debat dengan bukti nyata kinerja yang sangat memuaskan.,wavetoraln,Fri Dec 15 04:03:29 +0000 2023,anies baswedan jawab tanya debat dengan bukti nyata kerja sangat muas,Anies Baswedan Answers Question Debate with Real Evidence of Very Satisfied Work,2,0,0,0,0
"@kangmaspri @tobenaccro Anies tuh cerdas, terutama soal janji transportasi, jaklingko, dan mau rekrut pak iganisus pula. pemilih dia sudah banyak tadi nya, kurang bijak aja kenapa harus bawa² ulama, Gimana kalo pendeta/pastor/pemimpin agama lain juga di pertimbangkan opini nya? kenapa hanya cuman ulama",sofiamarahmarah,Fri Dec 15 04:03:26 +0000 2023,anies cerdas utama soal janji transportasi jaklingko mau rekrut bapak iganisus pula pilih dia sudah banyak tadi kurang bijak kenapa harus bawa ulama gimana kalau pendeta pastor pimpin agama lain di timbang opini kenapa hanya hanya ulama,"Anies is smart, the main thing about the promise of transportation, Jaklingko wants to recruit Mr. Iganisus, he also chooses He has been a lot unwise, why should you bring ulama, what if the pastor, pastor, lead other religions, weigh opinions, why only scholars",1,0,0,0,0
"@Dahnilanzar karakter wowo vs anies jauhlah lah bang....mbok legowo aja..Anies dapat simpati publik meluas sedang wowo sebaliknya.....sesederhana itu dipahaminya....jgn sampai kita jd parasocial relationship disorder""""",ahmadba83911331,Fri Dec 15 04:03:24 +0000 2023,karakter wowo vs anies jauh kakak mbok legowo anies dapat simpati publik luas sedang wowo balik sederhana itu paham jangan sampai kita jd parasocial relationship disorder,"The character of Wowo vs Anies is far away Brother Mbok Legowo, Anies gets broad public sympathy, while Wowo Balik Simple Understands, lest we JD Parasocial Relationship Disorder",1,0,0,0,0
"@savicali Kalau kita = ga bisa kerja di bidang nya tapi jago nyindir orang lain, anies?",yogi_Halim,Fri Dec 15 04:03:23 +0000 2023,kalau kita tidak bisa kerja bidang tapi jago nyindir orang lain anies,"If we can't work in the field but are good at insinuating others, Anies",1,0,0,0,0
"@andre_rosiade Paragraf satu udah dijelasin sama Pa Anies sendiri. Tonton geh videonya. Biar paham konteks. Ape2 ditelen mentah2.  Paragraf kedua, itu namanya pamrih. Katanya paling ikhlas? Ko diungkit lagi? Ko nyapres lagi?  Paragraf ketiga, etika katanya bro awokwokwok mending ngaca dulu dah",ontonowhere,Fri Dec 15 04:03:20 +0000 2023,rosiade paragraf satu sudah dijelasin sama bapak anies sendiri tonton geh video paham konteks ape ditelen mentah paragraf dua itu nama pamrih kata paling ikhlas ungkit ko nyapres paragraf tiga etika kata bro awokwokwok mending ngaca dulu,Rosiade paragraph one has been explained with Mr. Anies himself Watch Geh Video Understanding the Context of Ape Swallowed Raw Paragraph Two is the name of the most sincere word pamrih leverage ko nyapres paragraph three ethics said bro awokwokwok mending ngaca first,1,0,0,0,1
Tidak Bicara Sesuai Fakta! Anies Dengan Lantang Sebut Lampung Tidak Mempunyai Alat Pemantau Polusi Udara   Gacoan | Anies | gempa | Daesang | Pagii | BATTER UP 100M VIEWS | pilihan terbaik | #SUHOinAAA | #NightHasComeEp8 | #NCTDREAMxSALMASALSABIL https://t.co/IzWK82Tb4u,dsukinah,Fri Dec 15 04:03:18 +0000 2023,tidak bicara sesuai fakta anies dengan lantang sebut lampung tidak punya alat pantau polusi udara gaco anies gempa daesang pagi batter atas views pilih baik,"Not Speaking According to the Facts, Anies Loudly Says Lampung Does Not Have Air Pollution Monitoring Devices, Gaco Anies, Earthquake Daesang Morning, Batter Top Views, Choose Good:",1,0,0,0,0
"Prabowo Sindir Anies Baswedan: APBD Paling Besar, Tapi Kok Mas Anies Gagal Memimpin Jakarta!  Gacoan | Anies | gempa | Daesang | Pagii | BATTER UP 100M VIEWS | pilihan terbaik | #SUHOinAAA | #NightHasComeEp8 | #NCTDREAMxSALMASALSABIL https://t.co/ZHEpLQ7F2a",dsukinah,Fri Dec 15 04:03:17 +0000 2023,prabowo sindir anies baswedan apbd paling besar tapi kakak anies gagal pimpin jakarta gaco anies gempa daesang pagi batter atas views pilih baik,Prabowo Sindir Anies Baswedan The Biggest APBD But Brother Anies Failed to Lead Jakarta Gaco Anies Earthquake Daesang Morning Batter Top Views Choose Good,1,0,0,0,0
"@aldapstsr Oh itu anaknya Anies, emang cantik banget. Senyumnya apalagi",jongwonrp,Fri Dec 15 04:03:15 +0000 2023,itu anak anies memang cantik senyum apalagi,"That kid Anies is indeed beautiful, especially",2,0,0,0,0
Anies selalu berkomitmen untuk mewujudkan perubahan positif demi kebaikan masyarakatnya dan negaranya. https://t.co/TdCz876agg,wavetoraln,Fri Dec 15 04:03:14 +0000 2023,anies selalu komitmen untuk wujud ubah positif demi baik masyarakat negara,Anies is always committed to a form of positive change for the good of the country's people,2,0,0,0,0
"Kemenangan Anies di gub DKI, di klaim penuh oleh prabowo dan gerindra, baik dari dukungan dan modal logistik, menurut @andre_rosiade .   Sungguh kesombongan, dengan menghilangkan jasa2 dari partai2 lain, relawan2 dan rakyat DKI di pilgub DKI. Mereka lebih berjasa",seven7_7up,Fri Dec 15 04:03:13 +0000 2023,menang anies gub dki klaim penuh oleh prabowo gerindra baik dukung modal logistik turut rosiade sungguh sombong dengan hilang jasa partai lain rawan rakyat dki pilgub dki mereka lebih jasa,Winning Anies Gub DKI Full Claim by Prabowo Gerindra Baik Supports Logistics Capital Participate Rosiade is really arrogant with the loss of services Other parties are prone to the people of DKI DKI Governor Elections They are more merit,0,0,0,0,0
"Selama masa jabatannya sebagai Gubernur, Anies  telah memimpin berbagai proyekpembangunan untuk kesejahteraan rakyatnya.",wavetoraln,Fri Dec 15 04:03:12 +0000 2023,lama masa jabat bagai gubernur anies telah pimpin bagai proyek bangun untuk sejahtera rakyat,Long tenure like Governor Anies has led like a project to build for the welfare of the people,1,0,0,0,0
Anies Baswedan mengajak warganya untuk menunjukkan kekuatan bangsa dengan semangat perjuangan.,wavetoraln,Fri Dec 15 04:03:07 +0000 2023,anies baswedan ajak warga untuk tunjuk kuat bangsa dengan semangat juang,Anies Baswedan Invites Citizens to Show Strong Nation with Fighting Spirit,2,0,0,0,0
Pemikiran Anies dalam debat perdananya Tidak sedikit yang mampu menciptakan perubahan positif di masyarakat.,wavetoraln,Fri Dec 15 04:03:02 +0000 2023,pikir anies dalam debat perdana tidak sedikit mampu cipta ubah positif masyarakat,Anies thought in the first debate that he was not a little able to create positive changes in society,0,0,0,0,0
"@ndaphie8 @ekowboy2 Anies angkat alis nggak ada,dan nggak pernah yg ada itu menggunakan fakedeep AI🤣🤣🤣🤣dasar para buzzer polri sukanya buat fitnah",zainalarifin083,Fri Dec 15 04:03:01 +0000 2023,anies angkat alis tidak ada tidak pernah ada itu guna fakedeep ai dasar para buzzer polri suka fitnah,"Anies raised eyebrows, there was never a faux alai, the basis of the police buzzer likes slander",0,0,0,0,0
2019 anies jd gubernur dan ikut pilpres krn ada prabowo. 2024 anies dicalonkan nasdem apa salahnya? Nasdem jeli krn negara butuh sosok seperti anies dan rakyat INGIN PERUBAHAN untuk KEADILAN SOSIAL BAGI SELURUH RAKYAT INDONESIA.  #2024ANIESIMIN #2024ANIESIMIN,Adam03072022,Fri Dec 15 04:02:58 +0000 2023,anies jd gubernur ikut pilpres ada prabowo anies calon nasdem apa salah nasdem jeli negara butuh sosok seperti anies rakyat ingin ubah untuk adil sosial bagi seluruh rakyat indonesia,"Anies JD Governor Participates in the Presidential Election, There is Prabowo Anies, NasDem Candidate, What Is Wrong, NasDem Observant The country needs a figure like Anies, the people want to change it for social justice for all Indonesian people",1,0,0,0,0
"Dengan berbagai inisiatifnya dalam mengembangkan Jakarta, Anies telah menjadi contoh nyata bagi banyak orang",wavetoraln,Fri Dec 15 04:02:57 +0000 2023,dengan bagai inisiatif dalam kembang jakarta anies telah jadi contoh nyata bagi banyak orang,"With such an initiative in Kembang Jakarta, Anies has become a real example for many people",2,0,0,0,0
@kumparan @aniesbaswedan ordal anies profesional dan berintegritas,FierCollec6141,Fri Dec 15 04:02:57 +0000 2023,ordal anies profesional integritas,"Ordal, Anies Profesional Integritas",1,0,0,0,0
@Paltiwest @dee__1209 Anies Baswedan dan Muhaimin Iskandar dong .. Untuk Indonesia Lebih Baik,tj_harianto,Fri Dec 15 04:02:55 +0000 2023,anies baswedan muhaimin iskandar untuk indonesia lebih baik,Anies Baswedan Muhaimin Iskandar for a Better Indonesia,1,0,0,0,0
"Dalam debat, Ada banyak buah pemikiran Anies yang pada akhirnya memang benar-benar bermanfaat untuk pencerdasan warga negara. https://t.co/L5QX6Dlnnv",wavetoraln,Fri Dec 15 04:02:51 +0000 2023,dalam debat ada banyak buah pikir anies pada akhir benar benar manfaat untuk cerdas warga negara,In the debate there were many fruits of thought of Anies at the end of the really benefits for smart citizens,2,0,0,0,0
@saludosparatii @fullmoonfolks Udah rahasia umum lah. Ga usah ditutupi bagaimana Anies menikmati politik identitas ini. Dia betul-betul ambil Untung,Fahmy_TEGAL,Fri Dec 15 04:02:51 +0000 2023,sudah rahasia umum tidak usah tutup bagaimana anies nikmat politik identitas dia betul betul ambil untung,"It's common knowledge not to close how Anies enjoys identity politics, he really takes advantage",0,0,0,0,0
"Anies Baswedan Dituding Capres Banyak Janji, Timnas AMIN: Janji Kita Terukur!  https://t.co/YvnQ6tiYgx",polhukamid_,Fri Dec 15 04:02:49 +0000 2023,anies baswedan tuding capres banyak janji timnas amin janji kita ukur,Anies Baswedan Points Capres Many Promises Timnas Amin Promise We Measure,1,0,0,0,0
"@Raden_Mas_Budi @Heraloebss Hanya org² cerdas yg paham apa yg disampaikan pak anies.   Tapi klo otaknya cetek, males mikir, pasti penilaiannya njelimet 😄🤣",SubhanDanil,Fri Dec 15 04:02:41 +0000 2023,kakak budi hanya cerdas paham apa sampai bapak anies tapi kalau otak cetek malas mikir pasti nilai njelimet,"Brother Budi is only smart to understand what until Mr. Anies, but if the shallow brain is lazy to think, it must be of good value",1,0,0,0,0
Tidak Bicara Sesuai Fakta! Anies Dengan Lantang Sebut Lampung Tidak Mempunyai Alat Pemantau Polusi Udara   Gacoan | Anies | gempa | Daesang | Pagii | BATTER UP 100M VIEWS | pilihan terbaik | #SUHOinAAA | #NightHasComeEp8 | #NCTDREAMxSALMASALSABIL https://t.co/qzPIthUfzr,aryaawiigunaa,Fri Dec 15 04:02:41 +0000 2023,tidak bicara sesuai fakta anies dengan lantang sebut lampung tidak punya alat pantau polusi udara gaco anies gempa daesang pagi batter atas views pilih baik,"Not Speaking According to the Facts, Anies Loudly Says Lampung Does Not Have Air Pollution Monitoring Devices, Gaco Anies, Earthquake Daesang Morning, Batter Top Views, Choose Good:",1,0,0,0,0
"Prabowo Sindir Anies Baswedan: APBD Paling Besar, Tapi Kok Mas Anies Gagal Memimpin Jakarta!  Gacoan | Anies | gempa | Daesang | Pagii | BATTER UP 100M VIEWS | pilihan terbaik | #SUHOinAAA | #NightHasComeEp8 | #NCTDREAMxSALMASALSABIL https://t.co/68t7N26QZJ",aryaawiigunaa,Fri Dec 15 04:02:40 +0000 2023,prabowo sindir anies baswedan apbd paling besar tapi kakak anies gagal pimpin jakarta gaco anies gempa daesang pagi batter atas views pilih baik,Prabowo Sindir Anies Baswedan The Biggest APBD But Brother Anies Failed to Lead Jakarta Gaco Anies Earthquake Daesang Morning Batter Top Views Choose Good,1,0,0,0,0
"@Tan_Mar3M BuzzerRp paslon no 2 sudah kehabisan akal &amp  narasi untuk serang ANIES, makanya pakai methode Fitnah recehan.",antaz345,Fri Dec 15 04:02:40 +0000 2023,mar buzzerrp paslon no sudah habis akal narasi untuk serang anies makanya pakai methode fitnah receh,Mar Buzzerrp Paslon No has exhausted the narrative to attack Anies so use the method of slander for small change,0,0,0,0,0
"Anies membangun Jakarta yang lebih berkelanjutan, ramah lingkungan,dan memastikan bahwa pertumbuhan kota memberikan manfaat bagi seluruh warga. https://t.co/mqCglWHP1s",wavetoraln,Fri Dec 15 04:02:32 +0000 2023,anies bangun jakarta lebih lanjut ramah lingkung pasti bahwa tumbuh kota beri manfaat bagi seluruh warga,Anies Builds Jakarta Further Environmentally Friendly Surely that Growing City Benefits All Citizens,2,0,0,0,0
"@andre_rosiade Janji sdh tdk ditunaikan tdk nyapres selama masa @aniesbaswedan jabat Gub. DKI kalau sdh selesai ya selesailah janjinya (mission accomplished). Smp kpn pak Anies boleh nyapres kl tiap priode @prabowo kalah² terus &amp  nyapres² terus? Etika koyol, tau!",t0d1_cool,Fri Dec 15 04:02:32 +0000 2023,rosiade janji sdh tidak tunai tidak nyapres lama masa jabat gub dki kalau sdh selesai selesai janji mission accomplished smp kpn bapak anies boleh nyapres tiap priode kalah amp nyapres etika koyol tau,Rosiade Promises SDH Not Cash Not Pressing Long Term of Office of DKI Gub If SDH Finishes Promise Mission Accomplished SMP KPN Mr. Anies Can Nyapres Every Period Lost & Nyapres Etika Koyol Tau,1,0,0,0,0
@geloraco Foodeatate gagal.. pesawat tempur rongsokan..hutang Kemenhan trilyunan adalah bentuk kebengisan pada 270 juta lebih rakyat Indonesia. Saya sarankan tim TKN tolong banyak² bercermin sebelum menyerang pak Anies. Akhlak kalian sudah pada benar ya.,UmmiYusniar,Fri Dec 15 04:02:25 +0000 2023,foodeatate gagal pesawat tempur rongsok hutang kemenhan trilyunan adalah bentuk bengis juta lebih rakyat indonesia aku saran grup tkn tolong banyak cermin belum serang bapak anies akhlak kalian sudah benar,Foodeatate Failed Fighter Plane Wrecked Debt Ministry of Defense Trillions is a Cruel Form of More Million Indonesian People I Advise TKN Group Please Many Mirrors Have Not Attacked Mr. Anies Your morals are right,0,0,0,0,0
"@yogi_bubu @masakanrasako ga bang aman, anies pernah tegor rijik suruh bayar denda kok waktu buat kerumunan pas covid itu buktinya!",rihan_ribi,Fri Dec 15 04:02:24 +0000 2023,bubu tidak aman anies pernah tegur rijik suruh bayar denda waktu kerumun covid itu bukti,"Bubu is not safe, Anies once reprimanded Rijik, told to pay fines during the Covid crowd, that's proof",0,0,0,0,0
"@do_adoo @qronoz Gw lagi gak bahas DKI. Setelah debat, jujur gw udah melunak sama Anies dan siap menerima kemungkinan dia jadi Presiden.  Gw ngomong gitu setelah baca ttg berita Kontrak Politik.   Anyway, seperti di twit awal gw, DKI ≠ Negara.",footycinephile,Fri Dec 15 04:02:24 +0000 2023,adoo lagi tidak bahas dki telah debat jujur sudah lunak sama anies siap terima mungkin dia jadi presiden ngomong telah baca tentang berita kontrak politik anyway seperti twitter awal dki negara,adoo again not discuss DKI has debated honestly has been soft with Anies ready to accept maybe he is the president by the way have read about the news of political contracts anyway like twitter early DKI Negara,1,0,0,0,0
@m_indra_kurnia @PrabuSantoso1 @sobat_anies @PartaiSocmed Iya. Tapi kok disurvey. Kok bisa unggul ya,riyanto442799,Fri Dec 15 04:02:17 +0000 2023,indra kurnia anies iya tapi disurvey bisa unggul,"Indra Kurnia Anies Yes, but surveyed can excel",2,0,0,0,0
"@ch_chotimah2 Buni yani mengatakan yang memotong video pidato Ahok adalah tim cybernya Prabowo. Jadi ketimbang Anies yg tak punya masa, maka yg lebih bertanggungjawab seharusnya Prabowo yg menggerakan kelompok brutal 212...",DylanBr03197352,Fri Dec 15 04:02:15 +0000 2023,chotimah buni yani kata potong video pidato ahok adalah grup cybernya prabowo jadi ketimbang anies tidak punya masa maka lebih bertanggungjawab harus prabowo gera kelompok brutal,"Chotimah Buni Yani said cut video of Ahok's speech is Prabowo's cyber group, so instead of Anies not having time, it is more responsible for Prabowo to be a brutal group",0,0,0,0,0
@Muhammad_Saewad La emang pengusung anies pkb nasdem oposisi?,Bobon589,Fri Dec 15 04:02:14 +0000 2023,saewad memang usung anies pkb nasdem oposisi,Saewad Indeed Carries Anies PKB NasDem Opposition,1,0,0,0,0
@bukanbuzzerRp @PartaiSocmed buzzer anies yang follower ribuan juga klo tweet di bayar ya?,pecandujudi,Fri Dec 15 04:02:11 +0000 2023,buzzer anies follower ribu kalau tweet bayar,buzzer anies follower ribu kalau tweet bayar,1,0,0,1,0
Tidak Bicara Sesuai Fakta! Anies Dengan Lantang Sebut Lampung Tidak Mempunyai Alat Pemantau Polusi Udara   Gacoan | Anies | gempa | Daesang | Pagii | BATTER UP 100M VIEWS | pilihan terbaik | #SUHOinAAA | #NightHasComeEp8 | #NCTDREAMxSALMASALSABIL https://t.co/phrHdZxWUT,bagasangkas,Fri Dec 15 04:02:11 +0000 2023,tidak bicara sesuai fakta anies dengan lantang sebut lampung tidak punya alat pantau polusi udara gaco anies gempa daesang pagi batter atas views pilih baik,"Not Speaking According to the Facts, Anies Loudly Says Lampung Does Not Have Air Pollution Monitoring Devices, Gaco Anies, Earthquake Daesang Morning, Batter Top Views, Choose Good:",1,0,0,0,0
"Prabowo Sindir Anies Baswedan: APBD Paling Besar, Tapi Kok Mas Anies Gagal Memimpin Jakarta!  Gacoan | Anies | gempa | Daesang | Pagii | BATTER UP 100M VIEWS | pilihan terbaik | #SUHOinAAA | #NightHasComeEp8 | #NCTDREAMxSALMASALSABIL https://t.co/Lbvw4f00d9",bagasangkas,Fri Dec 15 04:02:10 +0000 2023,prabowo sindir anies baswedan apbd paling besar tapi kakak anies gagal pimpin jakarta gaco anies gempa daesang pagi batter atas views pilih baik,Prabowo Sindir Anies Baswedan The Biggest APBD But Brother Anies Failed to Lead Jakarta Gaco Anies Earthquake Daesang Morning Batter Top Views Choose Good,1,0,0,0,0
"@chadlvn @ARSIPAJA Anies bagus sebenernya itu kuncinya sih ka. Yg belakang jg ga bisa ngapa2in, kecuali kalau aniesnya yg busuk baru bahaya. Kalau presiden skrg saya ga berani komen yg kasar, khawatir knp2.",beyoubeau,Fri Dec 15 04:02:08 +0000 2023,anies bagus sebenernya itu kunci kakak belakang juga tidak bisa apa di kecuali kalau aniesnya busuk baru bahaya kalau presiden sekarang aku tidak berani komen kasar khawatir kenapa,"Anies is good, actually, it's a key to the back brother, it can't be anything in unless the anies are rotten, then the danger if the current president I dare not comment rudely, worry why",1,0,0,0,0
