full_text,username,created_at,clean,english,sentimen,Pornografi,Ancaman,Sindiran,Diskriminasi
"AHY akan berjuang menangkan Prabowo, siapa pun cawapresnya. gwi  AgusYudhoyono PDemokrat Demokrat Bareng AHY https://t.co/sQFXTvjyYY",Iza_Zot,Fri Dec 15 04:10:17 +0000 2023,ahy akan juang menang prabowo siapa cawapresnya gwi agusyudhoyono pdemokrat demokrat bareng ahy,ahy akan juang menang prabowo siapa cawapresnya gwi agusyudhoyono pdemokrat demokrat bareng ahy,1,0,0,0,0
"AHY: Kami siap menangkan Prabowo, Demokrat bangkit di 2024. ^me  PDemokrat AgusYudhoyono Demokrat Bareng AHY https://t.co/Gg5d4RTedx",Iza_Zot,Fri Dec 15 04:10:15 +0000 2023,ahy kami siap menang prabowo demokrat bangkit aku pdemokrat agusyudhoyono demokrat bareng ahy,ahy kami siap menang prabowo demokrat bangkit aku pdemokrat agusyudhoyono demokrat bareng ahy,1,0,0,0,0
"Isu gorengan 5 tahunan sekali yang selalu keluar jelang pemilu, tentu saja kalau bukan buat nyerempet Pak Prabowo..buat apalagi? Jadi jelas ya, pertanyaan Ganjar hanya ingin mendiskreditkan Prabowo.  #prabowo #gibran #debatperdana #debatcapres #debatcapres2024 #kpu #kpuri https://t.co/qawLcOvdUc",dekade_08,Fri Dec 15 04:10:11 +0000 2023,isu goreng tahun sekali selalu keluar jelang milu tentu kalau bukan nyerempet bapak prabowo apalagi jadi jelas tanya ganjar hanya ingin diskredit prabowo,"The issue of frying once a year always comes out ahead of MILU, of course, if it is not Mr. Prabowo's grab, let alone so it is clear that Tanya Ganjar just wants to discredit Prabowo",0,0,0,0,0
WKWKWKWKWKWK  Kubu Jokowi cs nya Ahok. Kubu Prabowo cs nya Jokowi. Jokowi dan Prabowo cs nya Habib Rizieq. Anies pun cs nya Habib Rizieq. Dan Ahokers saat ini panas liat Habib Rizieq dukung Anies? Junjungan lo aja cs nya Habib Rizieq.,taksiapapun,Fri Dec 15 04:10:10 +0000 2023,wkwkwkwkwkwk kubu jokowi cs ahok kubu prabowo cs jokowi jokowi prabowo cs habib rizieq anies cs habib rizieq ahokers saat panas lihat habib rizieq dukung anies junjung kamu cs habib rizieq,"It's been a long time coming, and it's been a long time coming, and it's been a long time coming, and it's been a long time coming, and it's been a long time coming.",1,0,0,0,0
Sikap tegas Prabowo bawa keunggulan di Jawa Barat. omn  PDemokrat AgusYudhoyono Demokrat Bareng AHY https://t.co/4SKl2vVrXO,Iza_Zot,Fri Dec 15 04:10:10 +0000 2023,sikap tegas prabowo bawa unggul jawa barat omn pdemokrat agusyudhoyono demokrat bareng ahy,sikap tegas prabowo bawa unggul jawa barat omn pdemokrat agusyudhoyono demokrat bareng ahy,1,0,0,0,0
@ekowboy2 Pas tepat pak prabowo satu paket dg jokowi prrsiden kebanggaan rakyat indonesia.,fais21804461,Fri Dec 15 04:10:08 +0000 2023,tepat bapak prabowo satu paket jokowi prrsiden bangga rakyat indonesia,Exactly Mr. Prabowo One Package Jokowi Prrsiden Proud of the Indonesian People,2,0,0,0,0
AHY Yakin Prabowo Pemimpin Yang Prioritaskan Kepentingan Bangsa. zxs  AgusYudhoyono PDemokrat Demokrat Bareng AHY https://t.co/T9p9EVUYu2,Iza_Zot,Fri Dec 15 04:10:05 +0000 2023,ahy yakin prabowo pimpin prioritas penting bangsa zxs agusyudhoyono pdemokrat demokrat bareng ahy,AHY Believes Prabowo Leads Important Priorities of the Nation ZXS Agusyudhoyono Democratic Democrats with AHY,2,0,0,0,0
@gibran_gen @gibran_tweet @prabowo Indonesia bisa menuju Indonesia emas bersama Prabowo Gibran,Ratu_0509,Fri Dec 15 04:10:03 +0000 2023,gen tweet indonesia bisa tuju indonesia emas sama prabowo gibran,Gen Tweet Indonesia Can Aim for Golden Indonesia with Prabowo Gibran,1,0,0,0,0
@PartaiSocmed @prabowo Silakan ngeles untuk menyedapkan hati gerombolan bebek²  https://t.co/0Phq5T58HJ,feodalladoef,Fri Dec 15 04:10:02 +0000 2023,sila ngeles untuk sedap hati gerombol bebek,please ngeles to ylight the horde of ducks,1,0,0,0,0
"Partai Demokrat: Prabowo Bersama Presiden ke-6 dan ke-7, Bisa Jadi Presiden ke-8. ker  PDemokrat AgusYudhoyono Demokrat Bareng AHY https://t.co/3pWphjG91z",Iza_Zot,Fri Dec 15 04:10:02 +0000 2023,partai demokrat prabowo sama presiden dan bisa jadi presiden ker pdemokrat agusyudhoyono demokrat bareng ahy,Prabowo's Democratic Party is the same President and could be President of KER Pdemokrat Agusyudhoyono Demokrat with AHY,1,0,0,0,0
@onang_kea @meipri @PartaiSocmed @Partono_ADjem @prabowo Achb itu hoaxxx asap disingapura ya asap ktp orchad road..,affandiasry,Fri Dec 15 04:10:02 +0000 2023,seperti adjem achb itu hoaxxx asap disingapura asap ktp orchad road,Like Adjem ACHB it's hoaxxx smoke in Singapore smoke ID card orchad road,0,0,0,0,0
Prabowo diakui sosok pemimpin berdaulat untuk Indonesia. owt  PDemokrat AgusYudhoyono Demokrat Bareng AHY https://t.co/yTah6pt5Nz,Iza_Zot,Fri Dec 15 04:10:00 +0000 2023,prabowo aku sosok pimpin daulat untuk indonesia owt pdemokrat agusyudhoyono demokrat bareng ahy,Prabowo: I am the leading figure for Indonesia owt pdemokrat agusyudhoyono demokrat with AHY,1,0,0,0,0
1. Prabowo 2. Ganjar 3. Anis   Hanya Prediksi,arifnolife,Fri Dec 15 04:09:58 +0000 2023,prabowo ganjar anis hanya prediksi,Prabowo Ganjar Anis is just a prediction,1,0,0,0,0
"@PartaiSocmed @prabowo Karena tidak tahan goda,akhirnya turun kasta juga dirimu.",kiraan_kiran,Fri Dec 15 04:09:57 +0000 2023,tidak tahan goda akhir turun kasta diri,Can't stand the temptation of the end down caste self,0,0,0,0,0
"@OMANK39971969 @fyibrow @IndieVduMerdeka Pak bisa ga fokusnya ga cuma di food estate aja? Banyak kinerja prabowo yg bagus. Ga pernah di liat? Saya kasih faktanya deh, biar ga CUMA MENYALAHKAN 1 program aja. Peneliti: Prestasi Jadi Menhan, Prabowo Paling Kompeten Pimpin RI - News https://t.co/gehLKeOMuV",z_zsal,Fri Dec 15 04:09:57 +0000 2023,bapak bisa tidak fokus tidak hanya food estate banyak kerja prabowo bagus tidak pernah lihat aku kasih fakta biar tidak hanya salah program teliti prestasi jadi menhan prabowo paling kompeten pimpin ri news,"You can not focus not only food estate, Prabowo's work is good, never see me give you facts so that it is not only wrong to research programs, achievements so Minister of Defense Prabowo is the most competent to lead RI News",2,0,0,0,0
"Baca berita detik ini aku jd ketawa, klau pihak yg ada backingannya Pak lurah, bisa ngeyel &amp  nyalahin Panitia pemilu alias KPU dan KPU nya diam sj malah ngikutin mereka 😉😊  Wakil Ketua Tim Kampanye Nasional (TKN) Prabowo Subianto-Gibran Rakabuming Raka, Habiburokhman, membela… https://t.co/tTObHDIA5j""",mikuroQ,Fri Dec 15 04:09:57 +0000 2023,baca berita detik aku jd tawa kalau pihak ada backingannya bapak lurah bisa ngeyel nyalahin panitia milu kpu kpu diam sj malah ngikutin mereka wakil ketua grup kampanye nasional tkn prabowo subianto gibran rakabuming raka habiburokhman bela,"Read the news Detik, I JD laugh if the party has a backing, Mr. Lurah can shout to the KPU KPU MILU Committee Silence SJ even followed them, Deputy Chairman of the National Campaign Group of TKN Prabowo Subianto Gibran Rakabuming Raka Habiburokhman Bela",1,1,0,0,0
"@KompasTV Lah yg bilang pa Prabowo sendiri kan, Bang Anies cuma niru bli ko",DeddyKusdedi3,Fri Dec 15 04:09:56 +0000 2023,yang bapak prabowo sendiri kakak anies hanya niru bli,The father of Prabowo himself is Anies' only brother Niru Bli,1,0,0,0,0
"@Abaaah Itu karna pak anies ada modal jualnya plak,masa gini aja gak paham,ingat pak anies bukan orang partai plak,jadi ya kenapa prabowo memanggil mengajak pak anies kan pks yg bawa,terus pak prabowo nyodorin unno kan?buktinya menang di pilgub dki,masa gini aja gak ngerti",wantokoplok,Fri Dec 15 04:09:53 +0000 2023,itu karena bapak anies ada modal jual plak masa gin tidak paham ingat bapak anies bukan orang partai plak jadi kenapa prabowo panggil ajak bapak anies pks bawa bapak prabowo nyodorin unno bukti menang pilgub dki masa gin tidak ngerti,"That's because Mr. Anies has the capital to sell plaques during the GIN period does not understand, remember that Mr. Anies is not a plaque party person, so why does Prabowo call Mr. Anies PKS to bring Mr. Prabowo nyodorin unno, the evidence of winning the DKI gubernatorial election during the GIN period does not understand",0,0,0,0,0
@mhermawanb @PartaiSocmed @aniesbaswedan @prabowo kemana aja bang wkwkwk,aufaran,Fri Dec 15 04:09:52 +0000 2023,mana kakak,where sister,1,1,0,0,0
"Usai Gabung KIM, Elektabilitas Demokrat dan Prabowo Kian Meningkat. m]h  PDemokrat AgusYudhoyono Demokrat Bareng AHY https://t.co/LPK8Ei24U3",Iza_Zot,Fri Dec 15 04:09:52 +0000 2023,usai gabung kim elektabilitas demokrat prabowo kian tingkat h pdemokrat agusyudhoyono demokrat bareng ahy,usai gabung kim elektabilitas demokrat prabowo kian tingkat h pdemokrat agusyudhoyono demokrat bareng ahy,1,0,0,0,0
"@keluarga_mk bismilah saja yok MasDar Bahwa indonesia bisa di pimpin oleh prabowo gibran ya, gas selalu. yok bisa yokk ..  #DARihati  https://t.co/ZhC5d23IQx",anggiarini46280,Fri Dec 15 04:09:49 +0000 2023,mk bismilah yok masdar bahwa indonesia bisa pimpin oleh prabowo gibran gas selalu yok bisa yokk,MK Bismilah Yok Masdar that Indonesia Can Lead by Prabowo Gibran Gas Always Yok Can Yokk,1,0,0,0,0
"Prabowo main isu pki 2014 lebih dari sekedar politik identitas, masalahnya org indonesia msh byk yg berasumsi komunis adalah konsep teologi bukan ideologi, mudaratnya lagi selain membuka lembaran luka sejarah juga para pendukung yg bertikai saling umbar aib bapak2 bangsa.",Bud_Cavalera,Fri Dec 15 04:09:47 +0000 2023,prabowo main isu pki lebih dar politik identitas masalah indonesia masih banyak asumsi komunis adalah konsep teologi bukan ideologi mudarat selain buka lembar luka sejarah para dukung tika saling umbar aib bapak bangsa,"Prabowo Plays PKI Issue More Than Identity Politics Indonesia's Problem There are still many assumptions that communism is a theological concept, not a mudarat ideology, in addition to opening the historical wounds of the supporters of Tika, the disgrace of the father of the nation",0,0,0,0,0
"@Yanua02 @Eko313okE @haekalrast @hariqosatria @Dahnilanzar Saya bicara Prabowo sebagai Ketum partai, tokoh dan capres. Bicara partai berarti tentang politik, seluruh parpol muaranya adalah kekuasaan dan tentu Prabowo gabung pemerintah adalah strategi Gerindra skala nasional dan internasional.",AnDk2411,Fri Dec 15 04:09:46 +0000 2023,aku bicara prabowo bagai tum partai tokoh capres bicara partai arti tentang politik seluruh parpol muara adalah kuasa tentu prabowo gabung perintah adalah strategi gerindra skala nasional internasional,"I talk about Prabowo like a party tum, presidential figures, party talks, the meaning of politics, all political parties, Muara is power, of course Prabowo joins orders is a Gerindra strategy on an international national scale",1,0,0,0,0
"@MichelAdam7__ @dhemith_01 Pak Prabowo menjulurkan lidahnya itu bukan editan GemoyGebrakan monyet""""",Harjomulyo1738,Fri Dec 15 04:09:46 +0000 2023,bapak prabowo julur lidah itu bukan edit gemoygebrakan monyet,Mr. Prabowo's tongue is not an edit of monkey buzz,1,0,0,0,0
"@yuliaaanidiya_ Prabowo-Gibran bukan cuma pasangan, tapi solusi buat pemilih bimbang! dekade08",SintaMlni12,Fri Dec 15 04:09:45 +0000 2023,prabowo gibran bukan hanya pasang tapi solusi pilih bimbang dekade,Prabowo Gibran is not just a plug but a solution to choose the vacillation of the decade,1,0,0,0,0
"@dennyindrayana Cemberut pak SBY, kyk malesss. Kmrn wktu bareng sama pak Prabowo di gunung tidar, keliatan sumringah dan bersemangat bgt.  Awokkwokkwokk",gajahmadabiru,Fri Dec 15 04:09:39 +0000 2023,cemberut bapak surabaya malesss kemarin wktu bareng sama bapak prabowo gunung tidar lihat sumringah semangat sekali awokkwokkwokk,Frowning Mr. Surabaya Malesss yesterday wktu together with Mr. Prabowo Gunung Tidar see the excitement of awokkwokkwokokk,2,0,0,0,0
AHY instruksikan ke seluruh kader Demokrat: Menangkan Prabowo di pilpres 2024. joy  AgusYudhoyono PDemokrat Demokrat Bareng AHY https://t.co/672szfTH1u,Iza_Zot,Fri Dec 15 04:09:37 +0000 2023,ahy instruksi seluruh kader demokrat menang prabowo pilpres joy agusyudhoyono pdemokrat demokrat bareng ahy,AHY Instructions All Democratic Cadres Win Prabowo Presidential Election Joy Agusyudhoyono Democratic Democrats Together with AHY,1,0,0,0,0
@goaticid @PartaiSocmed @prabowo Panggilannya memed sekarang,Azmiabdulazij,Fri Dec 15 04:09:36 +0000 2023,panggil memed sekarang,Call Memed Now,1,0,0,0,0
@digifeeder @prabowo @gibran_tweet @Gerindra @alextham878 @bengkeldodo @bentangnegeri @xquitavee @iAmLogan95 @rojeoz @Raden_Wijaya008 sosok capres gemoy yang memberikan riang gembira kepada masyarakat,Ratu_0509,Fri Dec 15 04:09:35 +0000 2023,tweet wijaya sosok capres gemoy beri riang gembira kepada masyarakat,Wijaya Tweet figure Capres Gemoy gives merry joy to the community,2,0,0,1,0
"duh hobi ko julurin lidah si pak, kalau calon pemimpin itu hobi julurin tangan bantu anak bangsa  Gacoan | Anies Daesang | olivia | gempa | Adidas | Dana | Ahok | BATTER UP 100M VIEWS | Molly | Ginting | pilihan terbaik | Kela | Prabowo https://t.co/KOyqu5VIeI",DiajengDinanti,Fri Dec 15 04:09:34 +0000 2023,hobi julurin lidah bapak kalau calon pimpin itu hobi julurin tangan bantu anak bangsa gaco anies daesang olivia gempa adidas dana ahok batter atas views molly ginting pilih baik kela prabowo,Hobby Julurin Tongue Father If the Candidate for Leadership is a Hobby of Julurin Hands Help the Children of the Nation Gaco Anies Daesang Olivia Earthquake Adidas Dana Ahok Batter Top Views Molly Ginting Choose Good Kela Prabowo,1,0,0,0,0
"@Chaves1305 Prabowo gak usah ikutan debat lah, ikutan cerdas cermat aja",Mohjamal27,Fri Dec 15 04:09:34 +0000 2023,prabowo tidak usah ikut debat ikut cerdas cermat,Prabowo doesn't need to participate in debates to be smart,1,0,0,0,0
AHY minta kader panaskan mesin partai menangkan Prabowo pada pilpres 2024. odd  PDemokrat AgusYudhoyono Demokrat Bareng AHY https://t.co/ktzIhjPW7q,Iza_Zot,Fri Dec 15 04:09:30 +0000 2023,ahy minta kader panas mesin partai menang prabowo pilpres odd pdemokrat agusyudhoyono demokrat bareng ahy,ahy minta kader panas mesin partai menang prabowo pilpres odd pdemokrat agusyudhoyono demokrat bareng ahy,1,0,0,0,0
"kalau ini mah bukan bagi - bagi bansos namanya pak, tapi kampanye disponsori negera  Gacoan | Anies Daesang | olivia | gempa | Adidas | Dana | Ahok | BATTER UP 100M VIEWS | Molly | Ginting | pilihan terbaik | Kela | Prabowo https://t.co/KDUdy0NMGp",MacanAsiaGagal,Fri Dec 15 04:09:29 +0000 2023,kalau mah bukan bagi bagi bansos nama bapak tapi kampanye sponsor negera gaco anies daesang olivia gempa adidas dana ahok batter atas views molly ginting pilih baik kela prabowo,If mah is not for social aid the father's name but the campaign of state sponsor gaco anies daesang olivia earthquake adidas dana ahok batter for views molly ginting choose good kela prabowo,1,0,0,0,0
@tvOneNews Heuheu . Nyerang Prabowo pake kata oposisi tapi 2partai di koalisi masih di pemerintahan. Oposisi ndasmu broo,bolink24,Fri Dec 15 04:09:28 +0000 2023,heuheu nyerang prabowo pakai kata oposisi tapi partai koalisi masih perintah oposisi ndasmu broo,Heuheu Nyerang Prabowo Uses the Word Opposition But Coalition Party Still Orders Opposition Ndasmu Broo,1,0,0,0,0
AHY instruksikan kader Demokrat menangkan Prabowo di pilpres 2024. `ij  PDemokrat AgusYudhoyono Demokrat Bareng AHY https://t.co/Ee4X2Fa9pO,Iza_Zot,Fri Dec 15 04:09:27 +0000 2023,ahy instruksi kader demokrat menang prabowo pilpres ij pdemokrat agusyudhoyono demokrat bareng ahy,ahy instruksi kader demokrat menang prabowo pilpres ij pdemokrat agusyudhoyono demokrat bareng ahy,1,0,0,0,0
"@andre_rosiade Emang capres goblok Prabowo ini, tinggal jawab aja dia mau nyelesaikan apa engga @BintangAryagun2  Menolak Lupa",akbarhLandi,Fri Dec 15 04:09:27 +0000 2023,rosiade memang capres goblok prabowo tinggal jawab dia nyelesaikan apa tidak tolak lupa,"Rosiade is indeed Prabowo's presidential candidate, just answer what he did not refuse to forget",1,0,0,0,0
AHY instruksikan kader Demokrat rapatkan barisan menangkan Prabowo. rel  AgusYudhoyono PDemokrat Demokrat Bareng AHY https://t.co/IWiCqmf6NQ,Iza_Zot,Fri Dec 15 04:09:25 +0000 2023,ahy instruksi kader demokrat rapat baris menang prabowo rel agusyudhoyono pdemokrat demokrat bareng ahy,ahy instruksi kader demokrat rapat baris menang prabowo rel agusyudhoyono pdemokrat demokrat bareng ahy,1,0,0,0,0
"Dlm debat anies n ganjar spt kompak serang prabowo ttg pelanggaran ham, bisnis macet ga ikut kekuasaan. Knp prabowo ga balik nanya kasus e-ktp ke ganjar ato formula-e, warga dki meninggal tp trlantar ke anies? Jubir n bala² 02 lbh sibuk counter serangan lawan. Settingan gasi",kanitanafiza,Fri Dec 15 04:09:24 +0000 2023,dalam debat anies ganjar kompak serang prabowo tentang langgar ham bisnis macet tidak ikut kuasa kenapa prabowo tidak balik tanya kasus ktp ganjar atau formula warga dki tinggal trlantar anies jubir bala lebih sibuk counter serang lawan settingan gas,"In the Anies Ganjar Debate, Kompak Attacks Prabowo on Human Rights Violations, Business Stalls Do Not Join the Power Why Prabowo Didn't Ask Back the Case of Ganjar's ID Card or Formula DKI Residents Live Trlantar Anies Spokesperson Bala is busier countering attacking opponents setting gas",0,0,0,0,0
