full_text,username,created_at,clean,english,Negatif,Pornografi,Ancaman,Sindiran,Diskriminasi,Neutral,Positif
@Fahrihamzah Komposisi ideal  Presiden  : Prabowo Wapres    : Gibran  Menko Ekuin          : Ganjar Menko Polhukam : Mahfud Menko Kesra          : Anies Menko Marinves   : Muhaimin  Mensesneg : Pramono A  Menkeu      : Sri M Men PUPR : Basuki HM Menlu          : Retno M Mendagri   : Azwar A,nalar_logis,Tue Dec 26 15:36:20 +0000 2023,komposisi ideal presiden prabowo wapres gibran menko ekuin ganjar menko polhukam mahfud menko kesra anies menko marinves muhaimin mensesneg pramono a menkeu sri men pupr basuki menlu retno mendagri azwar a,Komposisi ideal presiden prabowo vapres gibran menko akuin ganjar menko polhukam mahfud menko kesra anies menko marines muhaimin mensesneg pramono a menkeu sri me pupr basuki menlu retno mendagri azwar a,0,0,0,0,0,1,0
@liputan6dotcom Anies Baswedan dan Gus Muhaimin memiliki kemampuan luar biasa untuk merangkul pemikiran yang beragam dalam debat.,Aliyahiyah50701,Tue Dec 26 15:35:28 +0000 2023,anies baswedan gus muhaimin milik mampu luar biasa untuk rangkul pikir agam dalam debat,Anies Baswedan Gus Muhaimin belongs to the extraordinary ability to embrace Agam's thoughts in debates,0,0,0,0,0,0,1
"Prabowo-Gibran menempati urutan teratas, unggul jauh dari Anies Baswedan-Muhaimin Iskandar dan Ganjar Pranowo-Mahfud MD, dua pesaing mereka di Pilpres 2024.  Gibran Oke Banget #GibranOkBingitz https://t.co/Oo11EdYiHf",siah538,Mon Dec 25 10:42:19 +0000 2023,prabowo gibran tempat urut atas unggul jauh anies baswedan muhaimin iskandar ganjar pranowo mahfud md dua saing mereka pilpres gibran oke,Prabowo Gibran massage place over superior far Anies Baswedan Muhaimin Iskandar Ganjar Pranowo Mahfud MD two competitive Pilpres gibran okay,0,1,0,0,0,0,0
"Bukan setakat orang hidup, dengan orang mati pun puak zionis ni zalim..",_muhaimin26,Tue Dec 26 15:35:26 +0000 2023,bukan takat orang hidup dengan orang mati puak zionis zalim,Not the point of the living with the dead of the tyrant Zionists,0,0,0,0,0,1,0
Mantan Rais Syuriah PBNU KH Subhan Makmun Nyatakan Dukung Anies-Muhaimin di Pilpres 2024  https://t.co/wCgrwqM9us https://t.co/wCgrwqM9us,posaktualcom,Mon Dec 25 10:41:51 +0000 2023,mantan rais syuriah pbnu kh subhan makmun nyata dukung anies muhaimin pilpres,mantan rais syuriah pbnu kh subhan makmun nyata dukung anies muhaimin pilpres,0,0,0,0,0,1,0
@CNNIndonesia Debat Anies Baswedan dan Gus Muhaimin adalah persembahan seni yang tidak hanya memikat tetapi juga memberi inspirasi.,Aliyahiyah50701,Tue Dec 26 15:34:43 +0000 2023,debat anies baswedan gus muhaimin adalah sembah seni tidak hanya mikat tetapi beri inspirasi,Anies Baswedan Gus Muhaimin's debate is an art worship not only mikat but inspiring,0,0,0,0,0,0,1
Inshaalloh Semua akan AMIN Anies-Muhaimin pada waktunya... https://t.co/gW9MgsmlQw,sumadiseloguno,Mon Dec 25 10:38:40 +0000 2023,inshaalloh semua akan amin anies muhaimin waktu,inshaalloh all will amen anies muhaimin time,0,0,0,0,0,0,1
@liputan6dotcom Gus Muhaimin dan Anies Baswedan adalah maestro dalam merangkai kata-kata untuk menyampaikan ide-ide yang bermakna.,2233Kholis58398,Tue Dec 26 15:33:27 +0000 2023,gus muhaimin anies baswedan adalah maestro dalam rangkai kata kata untuk sampai ide ide makna,Gus Muhaimin Anies Baswedan is a maestro in word strings to arrive at the idea of the idea of meaning,0,0,0,0,0,1,0
"@andre_rosiade Bismillah.. Amin, Anies -Muhaimin  Presiden dan wakil presiden RI 2024 - 2029. Aamiin... #presidenRI https://t.co/AVQrQOnQY2",ado_ono,Mon Dec 25 10:37:53 +0000 2023,rosiade bismillah amin anies muhaimin presiden wakil presiden ri amin,Rosiade Bismillah Amin Anies Muhaimin President Vice President of the Republic of Indonesia Amin,0,0,0,0,0,1,0
"Sal priadi kalo jadi buzzer pasti lagunya jadi “muhaimin paling serius, diseluruh dunia”",haveseneng,Mon Dec 25 10:36:35 +0000 2023,sal priadi kalau jadi buzzer pasti lagu jadi muhaimin paling serius seluruh dunia,"Sal Priadi, if it becomes a buzzer, must be the most serious Muhaimin song in the whole world",0,0,0,0,0,0,1
@CNNIndonesia Kehangatan dan kearifan Anies Baswedan dan Gus Muhaimin terpancar dalam setiap kalimat yang mereka sampaikan.,2233Kholis58398,Tue Dec 26 15:32:00 +0000 2023,hangat arif anies baswedan gus muhaimin pancar dalam tiap kalimat mereka sampai,Warm Arif Anies Baswedan Gus Muhaimin radiated in every sentence they arrived,0,0,0,0,0,1,0
@cakimiNOW Gus Muhaimin sosok kepemimpinannya sangat melekat dan kuat,nknnaayu89077,Mon Dec 25 10:36:26 +0000 2023,gus muhaimin sosok pimpin sangat lekat kuat,"Gus Muhaimin, the leader figure is very strongly attached",0,0,0,0,0,1,0
"Kalau Anis -muhaimin survey nya Palin bawah . Kami pendukungnya biasa biasa saja tuh . Tapi kalian jagoan kalian survey nya tinggi tapi kalian kayak orang kebakaran jenggot,😁😁😁🤣🤣🤣🤣",AlfaDeltaRomeo3,Tue Dec 26 15:31:16 +0000 2023,kalau anis muhaimin survey palin bawah kami dukung biasa biasa itu tapi kalian jago kalian survey tinggi tapi kalian seperti orang bakar jenggot,"If Anis Muhaimin surveys palin below, we support ordinary ordinary that, but you are good at high surveys, but you are like people burning beards",0,0,0,0,0,1,0
"@geloraco Insya Allah NU Insya Alllqh akan semua y memilih AMIN , dari k tiga calon semua y Baik tapi ada yg lebih baik dari k tiga calon tersebut yg Itu Anies - Muhaimin..,Coba warga NU renungkan dan jelajahi rekam jejak mereka bertiga . ..",mawardi21642,Mon Dec 25 10:27:10 +0000 2023,insya allah nu insya alllqh akan semua iya pilih amin k tiga calon semua iya baik tapi ada lebih baik k tiga calon sebut itu anies muhaimin coba warga nu renung jelajah rekam jejak mereka tiga,"God willing, NU, God willing, alllqh will all yes, choose amen k three candidates, all yes, good, but there is better k three candidates, call it Anies Muhaimin, try NU residents to explore their track record three",0,0,0,0,0,0,1
@liputan6dotcom Keterbukaan Anies Baswedan dan Gus Muhaimin dalam berkomunikasi menciptakan iklim dialog yang sehat.,1122Zuriah99350,Tue Dec 26 15:30:37 +0000 2023,buka anies baswedan gus muhaimin dalam komunikasi cipta iklim dialog sehat,Open Anies Baswedan Gus Muhaimin in Communication Create a Climate of Healthy Dialogue,0,0,0,0,0,1,0
"Kereeen ya jika AMIN, Anies Muhaimin Terpilih Menjadi RI-1 dan RI-2 ☝️🥰  Bukan hanya 1 Kota Baru (IKN), tapi Kita akan saksikan dan rasakan 40 Kota dimajukan ❤️.   Ini baru namanya Pemerataan Pembangunan 👍  #AMINkanIndonesia  #AMIN2024 https://t.co/gghvZez9fE",JarnasABWBpn,Mon Dec 25 10:26:04 +0000 2023,kereeen jika amin anies muhaimin pilih jadi ri ri bukan hanya kota baru ikn tapi kita akan saksi rasa kota maju baru nama perata bangun,Kereeen if Amin Anies Muhaimin chooses to be RI RI is not only a new city of IKN but we will witness the taste of a new developed city Name of Perata Bangun,0,0,0,0,0,1,0
"@Yurissa_Samosir @AdamVelcro @AdeDhani9 @aking_adit @AkalSehat2024 @chaidar_2000 @Kang_Toniee @NohCeukenohhh @RidNgemil @choymarkochoy Yaa Allah Tuhan Yang Kuasa, Kuasakan lah Negeri ini kepada Anies dan Muhaimin untuk memimpin, dan mendapat ridhoMu…Aamiin🤲",FiNfie777,Tue Dec 26 15:30:11 +0000 2023,samosir adit toniee allah tuhan kuasa kuasa negeri kepada anies muhaimin untuk pimpin dapat ridhomu amin,Samosir Adit toniee Allah God power state power to Anies Muhaimin to lead can Ridhomu Amin,0,0,0,0,0,1,0
"@CNNIndonesia Gus Muhaimin dan Anies Baswedan adalah ahli debat yang tidak hanya berbicara, tetapi juga mendefinisikan arah perubahan.",1122Zuriah99350,Tue Dec 26 15:29:47 +0000 2023,gus muhaimin anies baswedan adalah ahli debat tidak hanya bicara tetapi definisi arah ubah,Gus Muhaimin Anies Baswedan is a debater not only talking but definition of change direction,0,0,0,0,0,1,0
"@Fahrihamzah Ok, pilihan yg paling rasional utk Indonesia yg sdg tidak baik baik ini adalah pasangan AMIN, 01. Tetaplah pilih melalui jalan2 yg konstitusional dan demokratis. 14 februari nanti coblos no 01, Anies Muhaimin.  Ini sy sampaikan dengan jelas, clear.",Ascan155885,Mon Dec 25 10:25:38 +0000 2023,ok pilih paling rasional untuk indonesia sdg tidak baik baik adalah pasang amin tetap pilih lalu jalan konstitusional demokratis februari nanti coblos no anies muhaimin sy sampai dengan jelas clear,"OK, choose the most rational for Indonesia, SDGs are not good, good is to install Amin, keep voting and then the democratic constitutional path in February Coblos no Anies Muhaimin sy until it is clear",0,0,0,0,0,1,0
Mantan Rais Syuriah PBNU KH Subhan Makmun Nyatakan Dukung Anies-Muhaimin di Pilpres 2024 https://t.co/FCJitpK9ee,geloraco,Mon Dec 25 10:22:11 +0000 2023,mantan rais syuriah pbnu kh subhan makmun nyata dukung anies muhaimin pilpres,mantan rais syuriah pbnu kh subhan makmun nyata dukung anies muhaimin pilpres,0,0,0,0,0,1,0
@tvOneNews gus Muhaimin ini bijaksana bangettt jdi pemimpin,AinniWawa67936,Tue Dec 26 15:28:31 +0000 2023,gus muhaimin bijaksana sekali jadi pimpin,Gus Muhaimin is very wise to lead,0,0,0,0,0,0,1
@tvOneNews Gus Muhaimin ini hatinya sangat suci,IndraSaput24973,Tue Dec 26 15:24:46 +0000 2023,gus muhaimin hati sangat suci,Gus Muhaimin Hati Sangat Suci,0,0,0,0,0,1,0
Calon presiden (capres) nomor urut 1 Anies Baswedan mengaku dirinya dan pasangannya yakni calon wakil presiden (cawapres) Muhaimin Iskandar selalu ter... https://t.co/FMoUg3BGry,inilahdotcom,Mon Dec 25 10:19:03 +0000 2023,calon presiden capres nomor urut anies baswedan aku diri pasang yakni calon wakil presiden cawapres muhaimin iskandar selalu ter,"Presidential candidate number Anies Baswedan I myself install, namely Vice President candidate Muhaimin Iskandar always ter",0,0,0,0,0,1,0
"@cakimiNOW Gus Muhaimin sosok kepemimpinannya sangat melekat bagaikan lem alteko sangat kuat""""",Mas___F,Mon Dec 25 10:16:15 +0000 2023,gus muhaimin sosok pimpin sangat lekat bagai lem alteko sangat kuat,"Gus Muhaimin, the leader figure is very attached like a very strong alteko glue",0,0,0,0,0,1,0
"@nialubis_ Terimakasih kita sehati dan sebuah tekad yg jujur, ikhlas mari pilih yang namanya Anies Baswedan Muhaimin Iskandar.",IbrahimMuk33492,Tue Dec 26 15:16:43 +0000 2023,terimakasih kita sehat buah tekad jujur ikhlas mari pilih nama anies baswedan muhaimin iskandar,"Thank you we are healthy, the fruit of determination, honest, sincere, let's choose the name Anies Baswedan Muhaimin Iskandar",0,0,0,0,0,0,1
@VIVAcoid Kira2 orang Aceh percaya gak ya???  Bismillah... AMIN..Anies-Muhaimin presiden RI 2024 - 2029. Aamiin... #presidenRI,ado_ono,Tue Dec 26 15:16:18 +0000 2023,kira orang aceh percaya tidak bismillah amin anies muhaimin presiden ri amin,Kira Acehnese People Do Not Believe Bismillah Amin Anies Muhaimin President of the Republic of Indonesia Amin,0,0,0,0,0,1,0
Polling anak bola 1 Anies - Muhaimin (Amin) 2 Prabowo -Gibram (PG) 3 Ganjar -Mahfud (GM),AnandaAnugerah7,Mon Dec 25 10:14:20 +0000 2023,polling anak bola anies muhaimin amin prabowo gibram pg ganjar mahfud gm,polling anak bola anies muhaimin amin prabowo gibram pg ganjar mahfud gm,0,0,0,0,0,1,0
"@Rizlamic @ekowboy2 Saya yakin akhirnya Mengerucut"" semua ummat Islam memilih Anies - Muhaimin tanggal 14 Februari 2024.""",Bambang46894096,Mon Dec 25 10:07:18 +0000 2023,aku yakin akhir kerucut semua ummat islam pilih anies muhaimin tanggal februari,I'm sure the end of the cone of all Muslims vote for Anies Muhaimin is February,0,0,0,0,0,1,0
@BangEdiii Segitunya demi uang. Subhanallah. Padahal enak nyebut pak Prabowo Pak Anies. Pak Muhaimin Pak Ganjar. Pak Mahfud Jejak digital jadi saksi kelak...,trinugroho162,Tue Dec 26 15:16:02 +0000 2023,segitunya demi uang subhanallah padahal enak nyebut bapak prabowo bapak anies bapak muhaimin bapak ganjar bapak mahfud jejak digital jadi saksi kelak,"That's it for Subhanallah's money, even though it's good to call Mr. Prabowo, Mr. Anies, Mr. Muhaimin, Mr. Ganjar, Mr. Mahfud, digital traces will be witnesses later",0,1,0,0,0,0,0
"SATU KELUARGA NYOBLOS CAPRES SAMA   Survei Litbang Kompas menunjukkan bahwa rata-rata satu keluarga memilih capres yang sama dalam Pilpres. Pasangan Ganjar-Mahfud memiliki kelompok pemilih loyal sekeluarga tertinggi, diikuti oleh Anies-Muhaimin dan Prabowo-Gibran. https://t.co/8DieDADm5j",Kriuuukid,Mon Dec 25 10:06:43 +0000 2023,satu keluarga nyoblos capres sama survei litbang kompas tunjuk bahwa rata rata satu keluarga pilih capres sama dalam pilpres pasang ganjar mahfud milik kelompok pilih loyal keluarga tinggi ikut oleh anies muhaimin prabowo gibran,One Family Nyoblos Presidential Candidate Same Kompas R&D survey shows that on average one family chooses the same presidential candidate in the Presidential Election Ganjar Mahfud belongs to the group of loyal high family voters participated by Anies Muhaimin Prabowo Gibran,0,0,0,0,0,1,0
@ismailfahmi yuk jangan ragu untuk merambah medsos tiktok. gaungkan AMIN ANIES-MUHAIMIN presiden,Bukanfansidoi,Tue Dec 26 15:13:32 +0000 2023,jangan ragu untuk rambah medsos tiktok gaung amin anies muhaimin presiden,Don't hesitate to browse TikTok social media echoes Amin Anies Muhaimin President,0,0,0,0,0,1,0
@MarahIchsan Dan @gibran_tweet ngerasa dia pintar dengan percaya dirinya! Salut sama Gibran dengan segala kepintarannya membuat muhaimin merasa bodoh. 🤣🤣🤣,JHSinurat,Mon Dec 25 10:05:55 +0000 2023,tweet ngerasa dia pintar dengan percaya diri salut sama gibran dengan segala pintar buat muhaimin rasa bodoh,Tweet Ngerasa he's smart with self-confidence same Gibran with everything smart makes Muhaimin feel stupid,1,0,0,0,0,0,0
@nfdshbrna Smoga shat sllu ya🫶🏻💙,muhdmuhaiminil1,Tue Dec 26 15:12:08 +0000 2023,semoga shat sllu,semoga shat sllu,0,0,0,0,0,1,0
@Fahrihamzah Amin artinya yg dipercaya. Kira2 rakyat percaya Fahri apa Amin?  Bismillah... AMIN..Anies-Muhaimin presiden RI 2024 - 2029. Aamiin... #presidenRI,ado_ono,Tue Dec 26 15:11:53 +0000 2023,amin arti percaya kira rakyat percaya fahri apa amin bismillah amin anies muhaimin presiden ri amin,amin arti percaya kira rakyat percaya fahri apa amin bismillah amin anies muhaimin presiden ri amin,0,0,0,0,0,1,0
@NenkMonica @fadlizon Sorry yeh... sorry yeh... saya sekeluarga sudah pasti akan memilih pasangan AMIN di pilpres nanti. Anies Baswedan presiden Muhaimin Iskandar wapres Rakyat makmur dan sejahtera Indonesia jaya,hendrsunndr,Mon Dec 25 10:03:10 +0000 2023,maaf yeh maaf yeh aku keluarga sudah pasti akan pilih pasang amin pilpres nanti anies baswedan presiden muhaimin iskandar wapres rakyat makmur sejahtera indonesia jaya,sorry yeh sorry yeh my family will definitely choose to install amen to the presidential election later Anies Baswedan President Muhaimin Iskandar Vice President of the People of Prosperous Prosperous Indonesia Jaya,0,0,0,0,0,1,0
"Ingat, tanggal 14 Februari 2024 pilih Anies Baswedan - Abdul Muhaimin Iskandar. #AMINAjaDulu",AnakBangsa25,Tue Dec 26 15:11:37 +0000 2023,ingat tanggal februari pilih anies baswedan abdul muhaimin iskandar,ingat tanggal februari pilih anies baswedan abdul muhaimin iskandar,0,0,0,0,0,1,0
Kiai dan Santri di Jatim Bertekad Menangkan Anies-Muhaimin di Pilpres 2024  https://t.co/2LSpNgT2L6,Jurnas_net,Mon Dec 25 10:01:41 +0000 2023,kiai santri jatim tekad menang anies muhaimin pilpres,kiai santri jatim tekad menang anies muhaimin pilpres,0,0,0,0,0,1,0
@Fahrihamzah Bismillah... AMIN..Anies-Muhaimin presiden RI 2024 - 2029. Aamiin... #presidenRI,ado_ono,Tue Dec 26 15:07:05 +0000 2023,bismillah amin anies muhaimin presiden ri amin,Waiting for the next one to come up with an Amen,0,0,0,0,0,1,0
"Ucapkan Selamat Natal dan Tahun Baru 2024, Ini Harapan Muhaimin, Gibran dan Ganjar https://t.co/v3O7pHr6wl",KompasTV,Mon Dec 25 09:57:37 +0000 2023,ucap selamat natal tahun baru harap muhaimin gibran ganjar,Happy New Year's Christmas wishes Muhaimin Gibran Ganjar,0,0,0,0,0,0,1
"sumpit.. Ganjar-Mahfud, Prabowo-Gibran atau Anies-Muhaimin, Siapa Capres-Cawapres Dukungan Anas Urbaningrum? - Tribun Timur https://t.co/DLrrk664Tl ..merah",sumpitmerah,Mon Dec 25 09:57:05 +0000 2023,sumpit ganjar mahfud prabowo gibran atau anies muhaimin siapa capres cawapres dukung anas urbaningrum tribun timur merah,Ganjar Chopsticks Mahfud Prabowo Gibran or Anies Muhaimin Who is the Vice President Candidate Support Anas Urbaningrum Red East Tribune,0,0,0,0,0,1,0
@tempodotco Semoga Prabowo sukses jadi presiden RI di survey. Aamiin...  Bismillah... AMIN..Anies-Muhaimin presiden RI 2024 - 2029. Aamiin... #presidenRI,ado_ono,Tue Dec 26 15:02:56 +0000 2023,moga prabowo sukses jadi presiden ri survey amin bismillah amin anies muhaimin presiden ri amin,moga prabowo sukses jadi presiden ri survey amin bismillah amin anies muhaimin presiden ri amin,0,0,0,0,0,1,0
#AniesMuhaimin2024  Pak Anies Baswedan dan pak Muhaimin Iskandar telah memberikan semangat baru untuk NKRI di masa depan. Perubahah yang dikampanyekan sangat mengena di hati masyarakat. https://t.co/65iCWmm2oX,pikiranlugu,Tue Dec 26 15:01:25 +0000 2023,bapak anies baswedan bapak muhaimin iskandar telah beri semangat baru untuk nkri masa depan perubahah kampanye sangat kena hati masyarakat,Father Anies Baswedan Father Muhaimin Iskandar has given new impetus to nkri the future of the campaign change is very much in the hearts of the community,0,0,0,0,0,0,1
"@Mdy_Asmara1701 Seyogyanya sesama kader NU harus mendukung penuh Muhaimin. Semoga dengan izin  ALLAH SWT dan berkat RASULULLAH SAW Anies - Muhaimin menang 1 Putaran. AMIN MENANG, NKRI BERJAYA. Aamiin Yaa Rabbal 'Aalamiin. Saya yakin semua ummat Islam bersatu memilih Anies -  Muhaimin.",Bambang46894096,Mon Dec 25 09:54:54 +0000 2023,asmara seyogyanya sama kader nu harus dukung penuh muhaimin moga dengan izin allah swt berkat rasulullah saw anies muhaimin menang putar amin menang nkri jaya amin rabbal aalamiin aku yakin semua ummat islam satu pilih anies muhaimin,"Romance should be the same, NU cadres must fully support Muhaimin Moga with the permission of Allah SWT thanks to the Prophet SAW Anies Muhaimin won Turn Amin won NKRI Jaya Amin Rabbal Aalamiin, I am sure all Muslims one choose Anies Muhaimin",0,0,0,0,0,0,1
"Survei Prabowo-Gibran Unggul di Seluruh Wilayah Kecuali Jateng DIY,Anies-Muhaimin Kalah di DKI https://t.co/xraDT1DCKF",MSNindonesia,Tue Dec 26 15:00:34 +0000 2023,survei prabowo gibran unggul seluruh wilayah kecuali jateng diy anies muhaimin kalah dki,Prabowo Gibran Survey Leads All Regions Except Central Java DIY Anies Muhaimin Loses DKI,0,0,0,0,0,1,0
"@tempodotco Cak Imin mantap... Malah setelah debat itu saya jadi kagum sama Muhaimin Iskandar, selain cerdas, beliau rendah hati gak sombong gak sok pinter dan bahasa yg keluar mudah dimengerti... Terbaik buat cak Imin.",hendrsunndr,Mon Dec 25 09:53:25 +0000 2023,cak imin mantap malah telah debat itu aku jadi kagum sama muhaimin iskandar selain cerdas beliau rendah hati tidak sombong tidak sok pintar bahasa keluar mudah erti baik cak imin,cak imin steady and even had the debate I was so amazed the same muhaimin iskandar besides his smart humble not arrogant not smart sok language out easy meaning good cak imin,0,0,0,0,0,0,1
@tempodotco Gus Muhaimin imut😂,lini_tiara,Tue Dec 26 14:59:32 +0000 2023,gus muhaimin imut,gus muhaimin imut,0,0,0,0,0,1,0
Pendukung 01 konon bangga dgn diri mereka sendiri yg bebas mengkritisi pak Anies dan pak Muhaimin tanpa sungkan,fordslator,Mon Dec 25 09:49:13 +0000 2023,dukung konon bangga diri mereka sendiri bebas kritisi bapak anies bapak muhaimin tanpa sungkan,"Support It is said that they are proud of themselves free to criticize Mr. Anies, Mr. Muhaimin without hesitation",0,0,0,0,0,1,0
Calon wakil presiden nomor urut 1 Muhaimin Iskandar mengungkapkan alasannya dulu mendukung pembangunan Ibu Kota Nusantara atau IKN.  #TempoQuotes #CakImin https://t.co/5h8zejaRtx,tempodotco,Mon Dec 25 09:47:01 +0000 2023,calon wakil presiden nomor urut muhaimin iskandar ungkap alas dulu dukung bangun ibu kota nusantara atau ikn,Vice Presidential Candidate Number Muhaimin Iskandar Said Alas Used to Support Building the Capital of the Archipelago or IKN,0,0,0,0,0,1,0
@TeddGus @mohmahfudmd @gibran_tweet @cakimiNOW Pertanyaan Mahfud dan Muhaimin tidak dijawab dgn benar oleh Gibran.,aharis645,Tue Dec 26 14:59:28 +0000 2023,tweet tanya mahfud muhaimin tidak jawab benar oleh gibran,Mahfud Muhaimin's Tanya Tweet Doesn't Answer Right By Gibran,0,0,0,0,0,1,0
"@ainunnajib ketika ngeliat Gus Muhaimin bicara Saya tidak tahu"" terlihat kejujuran Gus Muhaimin dan keren karena berani jawab seperti itu👍""",Rahmanhaikal3,Tue Dec 26 14:58:27 +0000 2023,ketika ngeliat gus muhaimin bicara aku tidak tahu lihat jujur gus muhaimin keren berani jawab seperti itu,"When I saw Gus Muhaimin talking, I didn't know, look honestly, Gus Muhaimin was cool, dare to answer like that",0,0,0,0,0,0,1
"Anies menyebut apa yang disampaikan pasangannya, Muhaimin Iskandar atau Cak Imin memiliki dasar. Dia menegaskan mengembangkan 40 kota itu tak sama dengan membangun IKN.",interaksi_id,Mon Dec 25 09:41:00 +0000 2023,anies sebut apa sampai pasang muhaimin iskandar atau cak imin milik dasar dia tegas kembang kota itu tidak sama dengan bangun ikn,Anies said what until the tide of Muhaimin Iskandar or Cak Imin belonged to the base He emphasized that the development of the city was not the same as building IKN,0,0,0,0,0,1,0
@liputan6dotcom Masukin poling min gw belum ikut poling ini suara untuk anies-Muhaimin,Botolkecap57,Mon Dec 25 09:39:50 +0000 2023,masukin poling admin belum ikut poling suara untuk anies muhaimin,Enter the poll Admin has not participated in the voting poll for Anies Muhaimin,0,0,0,0,0,1,0
@kompascom Udah biasa...  Bismillah... AMIN..Anies-Muhaimin presiden RI 2024 - 2029. Aamiin... #presidenRI,ado_ono,Tue Dec 26 14:56:55 +0000 2023,sudah biasa bismillah amin anies muhaimin presiden ri amin,"It is common to bismillah amin, anies muhaimin, president of the Republic of Indonesia, amen",0,0,0,0,0,1,0
